STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
632,BVBS15092,VNBVBS150921,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/11/2020,Trái phiếu đáo hạn
633,CMBB2003,VN0CMBB20037,Chứng quyền MBB/7M/SSI/C/EU/CASH-04,Chứng quyền,HOSE,10/11/2020,Hủy niêm yết do đáo hạn
634,CFPT2003,VN0CFPT20037,Chứng quyền FPT/7M/SSI/C/EU/CASH-04,Chứng quyền,HOSE,10/11/2020,Chứng quyền đáo hạn
635,TD1520270,VNTD15202706,Trái phiếu Chính phủ đấu thầu đợt 110/2015,Trái phiếu,Trái phiếu chuyên biệt,10/11/2020,Trái phiếu đáo hạn
636,BVDB15224,VNBVDB152247,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,06/11/2020,Trái phiếu đáo hạn
637,TD1520269,VNTD15202698,Trái phiếu Chính phủ đấu thầu đợt 108/2015,Trái phiếu,Trái phiếu chuyên biệt,05/11/2020,Trái phiếu đáo hạn
638,VIC11813,VN0VIC118139,Trái phiếu VIC11202001,Trái phiếu,HOSE,05/11/2020,Trái phiếu đến thời gian đáo hạn
639,CSTB2005,VN0CSTB20055,Chứng quyền.STB.KIS.M.CA.T.05,Chứng quyền,HOSE,04/11/2020,Hủy niêm yết do đáo hạn
640,BVBS15091,VNBVBS150913,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,03/11/2020,Trái phiếu đáo hạn
641,BVDB15223,VNBVDB152239,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,30/10/2020,Trái phiếu đáo hạn
642,CMWG2008,VN0CMWG20085,Chứng quyền MWG-HSC-MET04,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
643,CMBB2006,VN0CMBB20064,Chứng quyền MBB-HSC-MET04,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
644,CVNM2005,VN0CVNM20059,Chứng quyền VNM-HSC-MET03,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
645,CVRE2006,VN0CVRE20065,Chứng quyền VRE-HSC-MET03,Chứng quyền,HOSE,30/10/2020,chứng quyền đáo hạn
646,CVJC2002,VN0CVJC20025,Chứng quyền VJC-HSC-MET01,Chứng quyền,HOSE,30/10/2020,chứng quyền đáo hạn
647,CREE2003,VN0CREE20038,Chứng quyền REE-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
648,CMSN2005,VN0CMSN20055,Chứng quyền MSN-HSC-MET01,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
649,CPNJ2005,VN0CPNJ20057,Chứng quyền PNJ-HSC-MET01,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
650,CVPB2007,VN0CVPB20073,Chứng quyền VPB-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
651,CVHM2003,VN0CVHM20036,Chứng quyền VHM-HSC-MET01,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn
652,CFPT2006,VN0CFPT20060,Chứng quyền FPT-HSC-MET03,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
653,CHPG2009,VN0CHPG20097,Chứng quyền HPG-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
654,CTCB2006,VN0CTCB20067,Chứng quyền TCB-HSC-MET02,Chứng quyền,HOSE,30/10/2020,Hủy niêm yết do đáo hạn chứng quyền
655,BDP,VN000000BDP4,Cổ phiếu Công ty cổ phần Biệt thự và Khách sạn Biển Đông Phương,Cổ phiếu,UpCOM,28/10/2020,Công ty cổ phần Biệt thự và Khách sạn biển Đông Phương không còn đáp ứng điều kiện là Công ty đại chúng.
656,DTN,VN000000DTN1,Cổ phiếu Công ty cổ phần Diêm Thống Nhất,Cổ phiếu,UpCOM,27/10/2020,Công ty cổ phần Diêm Thống Nhất không còn đáp ứng điều kiện là Công ty đại chúng.
657,CMWG2006,VN0CMWG20069,Chứng quyền MWG/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Hủy niêm yết do đáo hạn
658,CMBB2005,VN0CMBB20056,Chứng quyền MBB/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Hủy niêm yết do đáo hạn
659,CTCB2003,VN0CTCB20034,Chứng quyền TCB/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Hủy niêm yết do đáo hạn chứng quyền
660,CPNJ2003,VN0CPNJ20032,Chứng quyền PNJ/VCSC/M/Au/T/A1,Chứng quyền,HOSE,27/10/2020,Chứng quyền đáo hạn
661,CREE2004,VN0CREE20046,Chứng quyền CREE01MBS20CE,Chứng quyền,HOSE,26/10/2020,Hủy niêm yết do đáo hạn
662,CFPT2007,VN0CFPT20078,Chứng quyền CFPT01MBS20CE,Chứng quyền,HOSE,26/10/2020,Chứng quyền đáo hạn
663,CMWG2009,VN0CMWG20093,Chứng quyền CMWG01MBS20CE,Chứng quyền,HOSE,26/10/2020,Chứng quyền đáo hạn
664,BVDB15222,VNBVDB152221,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,23/10/2020,Trái phiếu đáo hạn
665,TD1520268,VNTD15202680,Trái phiếu Chính phủ đấu thầu đợt 104/2015,Trái phiếu,Trái phiếu chuyên biệt,22/10/2020,Trái phiếu đáo hạn
666,TP4A2705,VN0TP4A27058,Trái phiếu Chính phủ BLPH đợt 27/2005,Trái phiếu,Trái phiếu chuyên biệt,21/10/2020,Trái phiếu đáo hạn
667,CHPG2011,VN0CHPG20113,Chứng quyền CHPG01MBS20CE,Chứng quyền,HOSE,21/10/2020,Hủy niêm yết do đáo hạn
668,VHM11726,VN0VHM117262,Trái phiếu NHN102020,Trái phiếu,HOSE,19/10/2020,Trái phiếu đến thời gian đáo hạn
669,BVDB15221,VNBVDB152213,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,16/10/2020,Trái phiếu đáo hạn
670,HCMA1005,VN0HCMA10056,Trái phiếu đô thị Tp HCM BLPH đợt 10/2005,Trái phiếu,HOSE,16/10/2020,Trái phiếu đáo hạn
671,TD1020065,VNTD10200655,Trái phiếu Chính phủ đấu thầu đợt 21/2010,Trái phiếu,Trái phiếu chuyên biệt,16/10/2020,Trái phiếu đáo hạn
672,HCMB15309,VNHCMB153092,Trái phiếu chính quyền địa phương TP.HCM đợt 02 năm 2015,Trái phiếu,Trái phiếu chuyên biệt,14/10/2020,Trái phiếu đáo hạn
673,CHDB2006,VN0CHDB20060,Chứng quyền CHDB01MBS20CE,Chứng quyền,HOSE,09/10/2020,hủy niêm yết do đáo hạn chứng quyền
674,TD1020061,VNTD10200614,Trái phiếu Chính phủ đấu thầu đợt 20/2010,Trái phiếu,Trái phiếu chuyên biệt,09/10/2020,Trái phiếu đáo hạn
675,DFS,VN000000DFS9,Cổ phiếu Công ty cổ phần Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai,Cổ phiếu,UpCOM,08/10/2020,Cổ phiếu Công ty cổ phần Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai không đáp ứng điều kiện là Công ty đại chúng
676,CVNM2006,VN0CVNM20067,Chứng quyền.VNM.KIS.M.CA.T.04,Chứng quyền,HOSE,06/10/2020,Hủy niêm yết do đáo hạn
677,CVIC2003,VN0CVIC20035,Chứng quyền.VIC.KIS.M.CA.T.05,Chứng quyền,HOSE,06/10/2020,Hủy niêm yết do đáo hạn
678,CVHM2004,VN0CVHM20044,Chứng quyền.VHM.KIS.M.CA.T.03,Chứng quyền,HOSE,06/10/2020,Hủy niêm yết do đáo hạn chứng quyền
679,CVJC2003,VN0CVJC20033,Chứng quyền.VJC.KIS.M.CA.T.03,Chứng quyền,HOSE,06/10/2020,Chứng quyền đáo hạn
680,CHDB2005,VN0CHDB20052,Chứng quyền.HDB.KIS.M.CA.T.03,Chứng quyền,HOSE,06/10/2020,Chứng quyền đáo hạn
681,CPNJ2002,VN0CPNJ20024,Chứng quyền.PNJ.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/10/2020,Hủy niêm yết do đáo hạn chứng quyền
682,CMWG2005,VN0CMWG20051,Chứng quyền.MWG.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/10/2020,Chứng quyền đáo hạn
683,CHPG2005,VN0CHPG20055,Chứng quyền.HPG.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/10/2020,Hủy niêm yết do đáo hạn
684,HCMA0805,VN0HCMA08050,Trái phiếu đô thị Tp HCM BLPH đợt 8/2005,Trái phiếu,HOSE,30/09/2020,Trái phiếu đáo hạn
685,CVRE2001,VN0CVRE20016,Chứng quyền.VRE.KIS.M.CA.T.03,Chứng quyền,HOSE,22/09/2020,Hủy niêm yết do đáo hạn
686,HCMA0505,VN0HCMA05056,Trái phiếu đô thị Tp HCM BLPH đợt 5/2005,Trái phiếu,HOSE,18/09/2020,Trái phiếu đáo hạn
687,HCMB15308,VNHCMB153084,Trái phiếu chính quyền địa phương TP.HCM đợt 01 năm 2015,Trái phiếu,Trái phiếu chuyên biệt,17/09/2020,Trái phiếu đáo hạn
688,CSTB2003,VN0CSTB20030,Chứng quyền.STB.KIS.M.CA.T.04,Chứng quyền,HOSE,17/09/2020,Chứng quyền đáo hạn
689,CMSN2002,VN0CMSN20022,Chứng quyền.MSN.KIS.M.CA.T.05,Chứng quyền,HOSE,17/09/2020,Hủy niêm yết do đáo hạn chứng quyền
690,CHPG2006,VN0CHPG20063,Chứng quyền.HPG.KIS.M.CA.T.06,Chứng quyền,HOSE,17/09/2020,Hủy niêm yết do đáo hạn
691,VHM11802,VN0VHM118021,Trái phiếu VHM092020,Trái phiếu,HOSE,11/09/2020,Trái phiếu đến thời gian đáo hạn
692,CVNM2003,VN0CVNM20034,Chứng quyền CVNM01MBS20CE,Chứng quyền,HOSE,07/09/2020,Hủy niêm yết do đáo hạn
693,CMSN2004,VN0CMSN20048,Chứng quyền CMSN01MBS20CE,Chứng quyền,HOSE,07/09/2020,Hủy niêm yết do đáo hạn
694,MSC,VN000000MSC7,Cổ phiếu Công ty cổ phần Dịch vụ Phú Nhuận,Cổ phiếu,Đại chúng chưa niêm yết,07/09/2020,Công ty cổ phần Dịch vụ Phú Nhuận không đáp ứng điều kiện là Công ty đại chúng
695,HCMA0305,VN0HCMA03051,Trái phiếu đô thị TP.HCM BLPH đợt 03/2005,Trái phiếu,HOSE,31/08/2020,Trái phiếu đáo hạn
696,HNKD15297,VNHNKD152976,Trái phiếu xây dựng Thủ Đô năm 2015,Trái phiếu,Trái phiếu chuyên biệt,31/08/2020,Trái phiếu đáo hạn
697,TND,VN000000TND1,Cổ phiếu Công ty cổ phần Than Tây Nam Đá Mài-Vinacomin,Cổ phiếu,UpCOM,24/08/2020,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Than Tây Nam Đá Mài - Vinacomin hoán đổi cổ phiếu để hợp nhất thành Công ty cổ phần Than Cao Sơn - TKV
698,TCS,VN000000TCS2,Cổ phiếu Công ty cổ phần Than Cao Sơn - Vinacomin,Cổ phiếu,HNX,24/08/2020,Công ty cổ phần Than Cao Sơn - Vinacomin hợp nhất với Công ty cổ phần Than Tây Nam Đá Mài – Vinacomin thành Công ty cổ phần Than Cao Sơn – TKV.
699,CVPB2005,VN0CVPB20057,Chứng quyền CVPB01MBS20CE,Chứng quyền,HOSE,19/08/2020,Chứng quyền đáo hạn
700,CTCB2004,VN0CTCB20042,Chứng quyền CTCB01MBS20CE,Chứng quyền,HOSE,19/08/2020,Chứng quyền đáo hạn
701,CPNJ2004,VN0CPNJ20040,Chứng quyền CPNJ01MBS20CE,Chứng quyền,HOSE,19/08/2020,Hủy niêm yết do đáo hạn
702,CFPT2004,VN0CFPT20045,Chứng quyền FPT/4M/SSI/C/EU/CCASH-04,Chứng quyền,HOSE,11/08/2020,hủy niêm yết do đáo hạn chứng quyền
703,CMBB2002,VN0CMBB20023,Chứng quyền MBB/4M/SSI/C/EU/CASH-04,Chứng quyền,HOSE,11/08/2020,hủy niêm yết do đáo hạn chứng quyền
704,HPGB15314,VNHPGB153145,Trái phiếu Chính quyền địa phương Thành phố Hải Phòng năm 2015,Trái phiếu,Trái phiếu chuyên biệt,05/08/2020,Trái phiếu đáo hạn
705,X18,VN000000X180,Cổ phiếu Công ty cổ phần Xi măng X18,Cổ phiếu,UpCOM,04/08/2020,Theo đề nghị của Công ty cổ phần Xi măng X18 do không còn đáp ứng điều kiện là Công ty đại chúng.
706,VPL11809,VN0VPL118097,Trái phiếu VPL72020,Trái phiếu,HOSE,31/07/2020,Trái phiếu đến thời gian đáo hạn
707,HCMA0205,VN0HCMA02053,Trái phiếu đô thị TP.HCM BLPH đợt 02/2005,Trái phiếu,HOSE,29/07/2020,Trái phiếu đáo hạn
708,TP4A1905,VN0TP4A19055,Trái phiếu Chính phủ BLPH đợt 19/2005,Trái phiếu,Trái phiếu chuyên biệt,29/07/2020,Trái phiếu đáo hạn
709,TP4A1805,VN0TP4A18057,Trái phiếu Chính phủ BLPH đợt 18/2005,Trái phiếu,Trái phiếu chuyên biệt,29/07/2020,Trái phiếu đáo hạn
710,CNH,VN000000CNH8,Cổ phiếu Công ty cổ phần Cảng Nha Trang,Cổ phiếu,UpCOM,27/07/2020,Công ty cổ phần Cảng Nha Trang không đáp ứng điều kiện là Công ty đại chúng.
711,DCD,VN000000DCD8,Cổ phiếu CTCP Du lịch và Thương mại DIC,Cổ phiếu,UpCOM,27/07/2020,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Du lịch và Thương mại DIC hoán đổi cổ phiếu để sáp nhập vào Tổng Công ty cổ phần Đầu tư phát triển xây dựng
712,CVC,VN000000CVC2,Cổ phiếu Công ty cổ phần Cơ điện Vật tư,Cổ phiếu,UpCOM,27/07/2020,Theo đề nghị của Công ty cổ phần Cơ điện Vật tư do không còn đáp ứng điều kiện là Công ty đại chúng.
713,GGS,VN000000GGS0,Cổ phiếu Công ty cổ phần Giống Gia súc Hà Nội,Cổ phiếu,UpCOM,27/07/2020,Theo đề nghị của Công ty cổ phần Giống gia súc Hà Nội do không còn đáp ứng điều kiện là Công ty đại chúng.
714,CFPT2002,VN0CFPT20029,Chứng quyền FPT/VCSC/M/Au/T/A1,Chứng quyền,HOSE,23/07/2020,hủy niêm yết do đáo hạn chứng quyền
715,CVPB2003,VN0CVPB20032,Chứng quyền VPB/VCSC/M/Au/T/A1,Chứng quyền,HOSE,23/07/2020,Hủy niêm yết do đáo hạn
716,CMSN2003,VN0CMSN20030,Chứng quyền.MSN.KIS.M.CA.T.04,Chứng quyền,HOSE,17/07/2020,Hủy niêm yết do đáo hạn chứng quyền
717,CVIC2002,VN0CVIC20027,Chứng quyền.VIC.KIS.M.CA.T.04,Chứng quyền,HOSE,17/07/2020,chứng quyền đáo hạn
718,CVRE2004,VN0CVRE20040,Chứng quyền.VRE.KIS.M.CA.T.05,Chứng quyền,HOSE,17/07/2020,chứng quyền đáo hạn
719,CHPG2007,VN0CHPG20071,Chứng quyền.HPG.KIS.M.CA.T.05,Chứng quyền,HOSE,17/07/2020,Hủy niêm yết do đáo hạn
720,TD1520267,VNTD15202672,Trái phiếu Chính phủ đấu thầu đợt 74/2015,Trái phiếu,Trái phiếu chuyên biệt,15/07/2020,Trái phiếu đáo hạn
721,FDT,VN000000FDT7,Cổ phiếu Công ty Cổ phần Fiditour,Cổ phiếu,HNX,14/07/2020,Công ty cổ phần Fiditour không đáp ứng điều kiện là Công ty đại chúng.
722,CMWG2002,VN0CMWG20028,Chứng quyền CMWG06MBS19CE,Chứng quyền,HOSE,13/07/2020,hủy niêm yết do đáo hạn chứng quyền
723,CMBB2004,VN0CMBB20049,Chứng quyền.MBB.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/07/2020,chứng quyền đáo hạn
724,CREE2002,VN0CREE20020,Chứng quyền.REE.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/07/2020,hủy niêm yết do đáo hạn chứng quyền
725,CFPT2005,VN0CFPT20052,Chứng quyền.FPT.VND.M.CA.T.2020.01,Chứng quyền,HOSE,02/07/2020,Hủy niêm yết do đáo hạn
726,CHPG2001,VN0CHPG20014,Chứng quyền HPG-HSC-MET01,Chứng quyền,HOSE,01/07/2020,chứng quyền đáo hạn
727,BDF,VN000000BDF5,Cổ phiếu Công ty cổ phần Giày Bình Định,Cổ phiếu,UpCOM,01/07/2020,Công ty cổ phần Giày Bình Định không còn đáp ứng điều kiện là Công ty đại chúng.
728,TD1520266,VNTD15202664,Trái phiếu Chính phủ đấu thầu đợt 68/2015,Trái phiếu,Trái phiếu chuyên biệt,30/06/2020,Trái phiếu đáo hạn
729,VT1,VN000000VT14,Cổ phiếu CTCP Vật tư Bến Thành,Cổ phiếu,UpCOM,24/06/2020,Công ty cổ phần Vật tư Bến Thành không đáp ứng điều kiện là Công ty đại chúng.
730,CVNM2001,VN0CVNM20018,Chứng quyền VNM-HSC-MET02,Chứng quyền,HOSE,23/06/2020,Hủy niêm yết do đáo hạn
731,CVPB2001,VN0CVPB20016,Chứng quyền VPB-HSC-MET01,Chứng quyền,HOSE,23/06/2020,chứng quyền đáo hạn
732,CTCB2001,VN0CTCB20018,Chứng quyền TCB-HSC-MET01,Chứng quyền,HOSE,23/06/2020,chứng quyền đáo hạn
733,CREE2001,VN0CREE20012,Chứng quyền REE-HSC-MET01,Chứng quyền,HOSE,23/06/2020,Hủy niêm yết do đáo hạn
734,CVRE2002,VN0CVRE20024,Chứng quyền VRE-HSC-MET02,Chứng quyền,HOSE,23/06/2020,Hủy niêm yết do đáo hạn chứng quyền
735,CMWG2001,VN0CMWG20010,Chứng quyền MWG-HSC-MET03,Chứng quyền,HOSE,23/06/2020,Hủy niêm yết do đáo hạn chứng quyền
736,CGMD2001,VN0CGMD20010,Chứng quyền GMD-HSC-MET01,Chứng quyền,HOSE,23/06/2020,Hủy niêm yết do đáo hạn
737,CMBB2001,VN0CMBB20015,Chứng quyền MBB-HSC-MET03,Chứng quyền,HOSE,23/06/2020,hủy niêm yết do đáo hạn chứng quyền
738,CFPT2001,VN0CFPT20011,Chứng quyền FPT-HSC-MET02,Chứng quyền,HOSE,23/06/2020,hủy niêm yết do đáo hạn chứng quyền
739,CSTB2001,VN0CSTB20014,Chứng quyền.STB.KIS.M.CA.T.02,Chứng quyền,HOSE,22/06/2020,Hủy niêm yết do đáo hạn
740,CROS2001,VN0CROS20011,Chứng quyền.ROS.KIS.M.CA.T.01,Chứng quyền,HOSE,22/06/2020,Hủy niêm yết do đáo hạn
741,CHDB2001,VN0CHDB20011,Chứng quyền.HDB.KIS.M.CA.T.01,Chứng quyền,HOSE,22/06/2020,Hủy niêm yết do đáo hạn
742,CDPM2001,VN0CDPM20011,Chứng quyền.DPM.KIS.M.CA.T.02,Chứng quyền,HOSE,22/06/2020,hủy niêm yết do đáo hạn chứng quyền
743,TP4A1505,VN0TP4A15053,Trái phiếu Chính phủ BLPH đợt 15/2005,Trái phiếu,Trái phiếu chuyên biệt,19/06/2020,Trái phiếu đáo hạn
744,CFPT1908,VN0CFPT19088,Chứng quyền CFPT04MBS19CE,Chứng quyền,HOSE,18/06/2020,chứng quyền đáo hạn
745,CREE1905,VN0CREE19055,chứng quyền CREE04MBS19CE,Chứng quyền,HOSE,18/06/2020,hủy niêm yết do đáo hạn chứng quyền
746,CMWG2004,VN0CMWG20044,Chứng quyền MWG/4M/SSI/C/EU/CASH-03,Chứng quyền,HOSE,16/06/2020,Hủy niêm yết do đáo hạn
747,CHPG2004,VN0CHPG20048,Chứng quyền HPG/4M/SSI/C/EU/CASH-03,Chứng quyền,HOSE,16/06/2020,Hủy niêm yết do đáo hạn
748,AFC,VN000000AFC9,Cổ phiếu Công ty cổ phần Nông Lâm Nghiệp Bình Dương,Cổ phiếu,UpCOM,15/06/2020,Công ty cổ phần Nông lâm nghiệp Bình Dương không còn đáp ứng điều kiện là Công ty đại chúng.
749,CTCB1902,VN0CTCB19028,Chứng quyền.TCB.VND.M.CA.T.2019.01,Chứng quyền,HOSE,08/06/2020,chứng quyền đáo hạn
750,NPM11804,VN0NPM118047,Trái phiếu NPM062020,Trái phiếu,HOSE,05/06/2020,Trái phiếu đến thời gian đáo hạn
751,TD1020046,VNTD10200465,Trái phiếu Chính phủ đấu thầu đợt 9/2010,Trái phiếu,Trái phiếu chuyên biệt,05/06/2020,
752,NPS,VN000000NPS7,Cổ phiếu Công ty cổ phần May Phú Thịnh – Nhà Bè,Cổ phiếu,UpCOM,29/05/2020,Công ty cổ phần May Phú Thịnh – Nhà Bè không đáp ứng điều kiện là Công ty đại chúng.
753,VDB110024,VNVDB1100249,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,28/05/2020,Trái phiếu đáo hạn
754,TP4A1305,VN0TP4A13058,Trái phiếu Chính phủ BLPH đợt 13/2005,Trái phiếu,Trái phiếu chuyên biệt,25/05/2020,Trái phiếu đáo hạn
755,VDB110029,VNVDB1100298,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,22/05/2020,Trái phiếu đáo hạn
756,VDB110026,VNVDB1100264,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,21/05/2020,Trái phiếu đáo hạn
757,CVIC1903,VN0CVIC19037,Chứng quyền.VIC.KIS.M.CA.T.02,Chứng quyền,HOSE,18/05/2020,Hủy niêm yết do đáo hạn
758,CHPG1909,VN0CHPG19099,Chứng quyền.HPG.KIS.M.CA.T.03,Chứng quyền,HOSE,18/05/2020,Hủy niêm yết do đáo hạn
759,CMSN1902,VN0CMSN19024,Chứng quyền.MSN.KIS.M.CA.T.02,Chứng quyền,HOSE,18/05/2020,chứng quyền đáo hạn
760,CVRE1903,VN0CVRE19034,Chứng quyền.VRE.KIS.M.CA.T.02,Chứng quyền,HOSE,18/05/2020,Hủy niêm yết do đáo hạn
761,TP1A1105,VN0TP1A11058,Trái phiếu Chính phủ BLPH đợt 11/2005,Trái phiếu,Trái phiếu chuyên biệt,15/05/2020,Trái phiếu đáo hạn
762,CHDB2004,VN0CHDB20045,Chứng quyền HDB/3M/SSI/C/EU/CASH-03,Chứng quyền,HOSE,15/05/2020,Hủy niêm yết do đáo hạn
763,CTCB2002,VN0CTCB20026,Chứng quyền TCB/3M/SSI/C/EU/CASH-03,Chứng quyền,HOSE,15/05/2020,Hủy niêm yết do đáo hạn
764,CVPB2004,VN0CVPB20040,Chứng quyền VPB/3M/SSI/C/EU/CASH-03,Chứng quyền,HOSE,15/05/2020,chứng quyền đáo hạn
765,KBC11806,VN0KBC118063,Trái phiếu KBCBOND2018-02,Trái phiếu,HOSE,14/05/2020,Trái phiếu đến thời gian đáo hạn
766,CHPG2003,VN0CHPG20030,Chứng quyền CHPG05MBS19CE,Chứng quyền,HOSE,05/05/2020,Chứng quyền đáo hạn
767,VDB110016,VNVDB1100165,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,29/04/2020,Trái phiếu đáo hạn
768,CGMD1901,VN0CGMD19012,Chứng quyền CGMD03MBS19CE,Chứng quyền,HOSE,29/04/2020,Hủy niêm yết do đáo hạn
769,CVNM1905,VN0CVNM19051,Chứng quyền CVNM03MBS19CE,Chứng quyền,HOSE,29/04/2020,Hủy niêm yết do đáo hạn chứng quyền
770,TP4A1105,VN0TP4A11052,Trái phiếu Chính phủ BLPH đợt 11/2005,Trái phiếu,Trái phiếu chuyên biệt,28/04/2020,Trái phiếu đáo hạn
771,QH052002,VN0QH0520028,Trái phiếu Chính phủ kỳ hạn 15 năm lần 2/2005,Trái phiếu,Trái phiếu chuyên biệt,28/04/2020,Trái phiếu đáo hạn
772,VDB110019,VNVDB1100199,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,27/04/2020,Trái phiếu đáo hạn
773,CMWG2003,VN0CMWG20036,Chứng quyền CMWG05MBS19CE,Chứng quyền,HOSE,27/04/2020,Hủy niêm yết do đáo hạn
774,CPNJ2001,VN0CPNJ20016,Chứng quyền CPNJ05MBS19CE,Chứng quyền,HOSE,27/04/2020,Hủy niêm yết do đáo hạn
775,CFPT1905,VN0CFPT19054,Chứng quyền FPT/6.5M/SSI/C/EU/CASH-02,Chứng quyền,HOSE,23/04/2020,Hủy niêm yết do đáo hạn
776,CVJC1902,VN0CVJC19027,Chứng quyền VJC/6.5M/SSI/C/EU/Cash-01,Chứng quyền,HOSE,23/04/2020,Chứng quyền đáo hạn
777,CHPG1907,VN0CHPG19073,Chứng quyền HPG/6.5M/SSI/C/EU/Cash-02,Chứng quyền,HOSE,23/04/2020,Hủy niêm yết do đáo hạn
778,CREE1903,VN0CREE19030,Chứng quyền REE/6.5M/SSI/C/EU/Cash-01,Chứng quyền,HOSE,23/04/2020,chứng quyền đáo hạn
