STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
1974,CPD0911004,VNTD09110048,Trái phiếu Chính phủ đấu thầu đợt 1/2009,Trái phiếu,Trái phiếu chuyên biệt,16/02/2011,Trái phiếu đáo hạn
1975,TP1A0406,VN0TP1A04061,Trái phiếu Chính phủ BLPH đợt 4/2006,Trái phiếu,Trái phiếu chuyên biệt,15/02/2011,Trái phiếu đáo hạn
1976,MJC,VN000000MJC6,Cổ phiếu CTCP Thương mại Mộc Hoá,Cổ phiếu,UpCOM,26/01/2011,Huỷ đăng ký chứng khoán do không đủ điều kiện là công ty đại chúng
1977,TP1A0206,VN0TP1A02065,Trái phiếu Chính phủ BLPH đợt 2/2006,Trái phiếu,Trái phiếu chuyên biệt,18/01/2011,Trái phiếu đáo hạn
1978,NKD,VN000000NKD0,Cổ phiếu Công ty Cổ phần Chế biến thực phẩm Kinh Đô Miền Bắc,Cổ phiếu,HOSE,18/01/2011,"Không đủ điều kiện là Công ty đại chúng do sau khi thực hiện hoán đổi, toàn bộ cổ phiếu NKD đã thuộc sở hữu của Công ty Cổ phần Kinh Đô"
1979,CPB0911001,VNTB09110016,Trái phiếu Chính phủ BLPH đợt 1/2009,Trái phiếu,Trái phiếu chuyên biệt,14/01/2011,Trái phiếu đáo hạn
1980,TP1A0106,VN0TP1A01067,Trái phiếu Chính phủ BLPH đợt 1/2006,Trái phiếu,Trái phiếu chuyên biệt,12/01/2011,Trái phiếu đáo hạn
1981,CPD071046,VNCPD0710469,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/12/2010,Trái phiếu đáo hạn
1982,TP1A5605,VN0TP1A56053,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/12/2010,Trái phiếu đáo hạn
1983,CPD071044,VNCPD0710444,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/12/2010,Trái phiếu đáo hạn
1984,TP1_2505,VN00TP125058,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,13/12/2010,Trái phiếu đáo hạn
1985,CPD071043,VNCPD0710436,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/12/2010,Trái phiếu đáo hạn
1986,CPB0810082,VNTB08100828,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/12/2010,Trái phiếu đáo hạn
1987,TP1A5205,VN0TP1A52052,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,08/12/2010,Trái phiếu đáo hạn
1988,TP1A5005,VN0TP1A50056,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/12/2010,Trái phiếu đáo hạn
1989,TP1_2405,VN00TP124051,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/12/2010,Trái phiếu đáo hạn
1990,TP1A5105,VN0TP1A51054,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/12/2010,Trái phiếu đáo hạn
1991,CPD0810081,VNTD08100818,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,01/12/2010,Trái phiếu đáo hạn
1992,CPB0810079,VNTB08100794,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,26/11/2010,Trái phiếu đáo hạn
1993,TP1A4605,VN0TP1A46054,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/11/2010,Trái phiếu đáo hạn
1994,TP1_2305,VN00TP123053,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/11/2010,Trái phiếu đáo hạn
1995,TP1A4905,VN0TP1A49058,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,15/11/2010,Trái phiếu đáo hạn
1996,CPB0810070,VNTB08100703,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,12/11/2010,Trái phiếu đáo hạn
1997,TP1A4405,VN0TP1A44059,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,11/11/2010,Trái phiếu đáo hạn
1998,TP1A4205,VN0TP1A42053,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,08/11/2010,Trái phiếu đáo hạn
1999,TP1_2205,VN00TP122055,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,04/11/2010,Trái phiếu đáo hạn
2000,CPD0810074,VNTD08100743,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/11/2010,Trái phiếu đáo hạn
2001,TP1A4005,VN0TP1A40057,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/11/2010,Trái phiếu đáo hạn
2002,CPB0810057,VNTB08100570,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,29/10/2010,Trái phiếu đáo hạn
2003,TP1A3905,VN0TP1A39059,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/10/2010,Trái phiếu đáo hạn
2004,TP1_2105,VN00TP121057,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,25/10/2010,Trái phiếu đáo hạn
2005,TP1A3805,VN0TP1A38051,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/10/2010,Trái phiếu đáo hạn
2006,TP1A3505,VN0TP1A35057,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,20/10/2010,Trái phiếu đáo hạn
2007,CPB071034,VNCPB0710349,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,19/10/2010,Trái phiếu đáo hạn
2008,TP1_2005,VN00TP120059,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,11/10/2010,Trái phiếu đáo hạn
2009,CPB071032,VNCPB0710323,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,08/10/2010,Trái phiếu đáo hạn
2010,TP1A3405,VN0TP1A34050,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,06/10/2010,Trái phiếu đáo hạn
2011,CPB0810051,VNTB08100513,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,01/10/2010,Trái phiếu đáo hạn
2012,TP1A3105,VN0TP1A31056,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/09/2010,Trái phiếu đáo hạn
2013,TP1_1905,VN00TP119051,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/09/2010,Trái phiếu đáo hạn
2014,TP1_1805,VN00TP118053,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/09/2010,Trái phiếu đáo hạn
2015,CPB0810045,VNTB08100455,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/09/2010,Trái phiếu đáo hạn
2016,TP1A2905,VN0TP1A29050,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,15/09/2010,Trái phiếu đáo hạn
2017,TP1A2805,VN0TP1A28052,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,13/09/2010,Trái phiếu đáo hạn
2018,TP1_1705,VN00TP117055,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,13/09/2010,Trái phiếu đáo hạn
2019,CPD0810040,VNTD08100404,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,09/09/2010,Trái phiếu đáo hạn
2020,TP1A2705,VN0TP1A27054,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,08/09/2010,Trái phiếu đáo hạn
2021,TP1_1605,VN00TP116057,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,01/09/2010,Trái phiếu đáo hạn
2022,CPB0810037,VNTB08100372,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,01/09/2010,Trái phiếu đáo hạn
2023,CPB071029,VNCPB0710299,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,30/08/2010,Trái phiếu đáo hạn
2024,CPD0810034,VNTD08100347,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,26/08/2010,Trái phiếu đáo hạn
2025,TP1A2505,VN0TP1A25058,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,25/08/2010,Trái phiếu đáo hạn
2026,TP1_1505,VN00TP115059,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,23/08/2010,Trái phiếu đáo hạn
2027,CPB0810028,VNTB08100281,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,20/08/2010,Trái phiếu đáo hạn
2028,CPD0810026,VNTD08100263,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,12/08/2010,Trái phiếu đáo hạn
2029,TP1_1405,VN00TP114052,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,12/08/2010,Trái phiếu đáo hạn
2030,TP1A2405,VN0TP1A24051,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,06/08/2010,Trái phiếu đáo hạn
2031,CPB0810024,VNTB08100240,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,06/08/2010,Trái phiếu đáo hạn
2032,TP1A2305,VN0TP1A23053,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/07/2010,Trái phiếu đáo hạn
2033,TP1A2005,VN0TP1A20059,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/07/2010,Trái phiếu đáo hạn
2034,TP1_1205,VN00TP112056,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,09/07/2010,Trái phiếu đáo hạn
2035,TP1A1905,VN0TP1A19051,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,07/07/2010,Trái phiếu đáo hạn
2036,CPD0810022,VNTD08100222,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,01/07/2010,Trái phiếu đáo hạn
2037,TP1A1705,VN0TP1A17055,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,30/06/2010,Trái phiếu đáo hạn
2038,TP1_1105,VN00TP111058,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/06/2010,Trái phiếu đáo hạn
2039,TP1_1005,VN00TP110050,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,18/06/2010,Trái phiếu đáo hạn
2040,TP1A1605,VN0TP1A16057,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/06/2010,Trái phiếu đáo hạn
2041,TP1_0905,VN00TP109052,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/06/2010,Trái phiếu đáo hạn
2042,VDB11022,VN0VDB110223,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/06/2010,Trái phiếu đáo hạn
2043,CPB0810021,VNTB08100216,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,08/06/2010,Trái phiếu đáo hạn
2044,TP1A1405,VN0TP1A14052,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,08/06/2010,Trái phiếu đáo hạn
2045,TP1_0805,VN00TP108054,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/06/2010,Trái phiếu đáo hạn
2046,TP1A1305,VN0TP1A13054,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,27/05/2010,Trái phiếu đáo hạn
2047,TP1A1205,VN0TP1A12056,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/05/2010,Trái phiếu đáo hạn
2048,TP1A1005,VN0TP1A10050,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,06/05/2010,Trái phiếu đáo hạn
2049,QH051002,VN0QH0510029,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/04/2010,Trái phiếu đáo hạn
2050,QH051001,VN0QH0510011,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,21/04/2010,Trái phiếu đáo hạn
2051,TP1A0905,VN0TP1A09052,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,20/04/2010,Trái phiếu đáo hạn
2052,QH071020,VN0QH0710207,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/04/2010,Trái phiếu đáo hạn
2053,TP1_0505,VN0TP1_05059,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/04/2010,Trái phiếu đáo hạn
2054,TP1A0705,VN0TP1A07056,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,06/04/2010,Trái phiếu đáo hạn
2055,TP1_0405,VN0TP1_04052,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,30/03/2010,Trái phiếu đáo hạn
2056,TP1A0605,VN0TP1A06058,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/03/2010,Trái phiếu đáo hạn
2057,QH071018,VN0QH0710181,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/03/2010,Trái phiếu đáo hạn
2058,QHB0810020,VNQHB0810021,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/03/2010,Trái phiếu đáo hạn
2059,TP1A0505,VN0TP1A05050,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/03/2010,Trái phiếu đáo hạn
2060,TP1A0405,VN0TP1A04053,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,07/03/2010,Trái phiếu đáo hạn
2061,CPB0810016,VNCPB0810016,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,06/03/2010,Trái phiếu đáo hạn
2062,CPD0810017,VNCPD0810012,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/03/2010,Trái phiếu đáo hạn
2063,TP1A0305,VN0TP1A03055,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/02/2010,Trái phiếu đáo hạn
2064,QHB0810015,VNQHB0810013,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/02/2010,Trái phiếu đáo hạn
2065,QHB0810014,VNQHB0810013,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,25/02/2010,Trái phiếu đáo hạn
2066,TP1_0205,VN0TP1_02056,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/02/2010,Trái phiếu đáo hạn
2067,CPB0810012,VNCPB0810016,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,21/02/2010,Trái phiếu đáo hạn
2068,QH071016,VN0QH0710165,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,12/02/2010,Trái phiếu đáo hạn
2069,TP1A0205,VN0TP1A02057,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,31/01/2010,Trái phiếu đáo hạn
2070,CPB0810010,VNCPB0810016,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,31/01/2010,Trái phiếu đáo hạn
2071,TP1_0105,VN0TP1_01058,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,26/01/2010,Trái phiếu đáo hạn
2072,QHB0810007,VNQHB0810005,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,21/01/2010,Trái phiếu đáo hạn
2073,CPB0810004,VNCPB0810008,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/01/2010,Trái phiếu đáo hạn
2074,QHB0810003,VNQHB0810005,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,15/01/2010,Trái phiếu đáo hạn
2075,TP1A0105,VN0TP1A01059,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/01/2010,Trái phiếu đáo hạn
2076,QHB0810006,VNQHB0810005,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,11/01/2010,Trái phiếu đáo hạn
2077,TP1A2104,VN0TP1A21040,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,29/12/2009,Trái phiếu đáo hạn
2078,CPB070945,VNCPB0709457,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,19/12/2009,Trái phiếu đáo hạn
2079,TP1_1904,VN0TP1_19043,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/12/2009,Trái phiếu đáo hạn
2080,TP1A2004,VN0TP1A20042,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/12/2009,Trái phiếu đáo hạn
2081,TP1_1804,VN0TP1_18045,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,25/11/2009,Trái phiếu đáo hạn
2082,TP1A1904,VN0TP1A19044,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,19/11/2009,Trái phiếu đáo hạn
2083,CPB070939,VNCPB0709390,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/11/2009,Trái phiếu đáo hạn
2084,TP1A1804,VN0TP1A18046,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,09/11/2009,Trái phiếu đáo hạn
2085,CPB070937,VNCPB0709374,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,07/11/2009,Trái phiếu đáo hạn
2086,TP1A1704,VN0TP1A17048,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/10/2009,Trái phiếu đáo hạn
2087,TP1_1704,VN0TP1_17047,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,27/10/2009,Trái phiếu đáo hạn
2088,TP1A1604,VN0TP1A16040,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,26/10/2009,Trái phiếu đáo hạn
2089,TP4A5104,VN0TP4A51041,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,21/10/2009,Trái phiếu đáo hạn
2090,CPB070934,VNCPB0709341,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,19/10/2009,Trái phiếu đáo hạn
2091,TP1_1604,VN0TP1_16049,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,18/10/2009,Trái phiếu đáo hạn
2092,TP1A1504,VN0TP1A15042,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,12/10/2009,Trái phiếu đáo hạn
2093,CPB070932,VNCPB0709325,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/10/2009,Trái phiếu đáo hạn
2094,TP1A1404,VN0TP1A14045,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,28/09/2009,Trái phiếu đáo hạn
2095,TP1_1504,VN0TP1_15041,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/09/2009,Trái phiếu đáo hạn
2096,TP1A1304,VN0TP1A13047,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/09/2009,Trái phiếu đáo hạn
2097,CPB070931,VNCPB0709317,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,12/09/2009,Trái phiếu đáo hạn
2098,TP1_1404,VN0TP1_14044,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,09/09/2009,Trái phiếu đáo hạn
2099,TP1A1204,VN0TP1A12049,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,31/08/2009,Trái phiếu đáo hạn
2100,CPB070929,VNCPB0709291,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,30/08/2009,Trái phiếu đáo hạn
2101,QH060913,VN0QH0609136,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,25/08/2009,Trái phiếu đáo hạn
2102,TP1_1304,VN0TP1_13046,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/08/2009,Trái phiếu đáo hạn
2103,TP1A1104,VN0TP1A11041,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,18/08/2009,Trái phiếu đáo hạn
2104,QH060910,VN0QH0609102,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/08/2009,Trái phiếu đáo hạn
2105,QH060911,VN0QH0609110,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/08/2009,Trái phiếu đáo hạn
2106,CP1_1204,VN0CP1_12044,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/08/2009,Trái phiếu đáo hạn
2107,QH060909,VN0QH0609094,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,09/08/2009,Trái phiếu đáo hạn
2108,QH060908,VN0QH0609086,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,03/08/2009,Trái phiếu đáo hạn
2109,TP1A1004,VN0TP1A10043,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,02/08/2009,Trái phiếu đáo hạn
2110,TP1A0904,VN0TP1A09045,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,29/07/2009,Trái phiếu đáo hạn
2111,CP1_1104,VN0CP1_11046,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,27/07/2009,Trái phiếu đáo hạn
2112,CP1A0804,VN0CP1A08046,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,15/07/2009,Trái phiếu đáo hạn
2113,CP1A0704,VN0CP1A07048,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,29/06/2009,Trái phiếu đáo hạn
2114,CP1_1004,VN0CP1_10048,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,24/06/2009,Trái phiếu đáo hạn
2115,QH060902,VN0QH0609029,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,20/06/2009,Trái phiếu đáo hạn
2116,CP1A0604,VN0CP1A06040,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,15/06/2009,Trái phiếu đáo hạn
2117,CP1_0904,VN0CP1_09040,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,14/06/2009,Trái phiếu đáo hạn
2118,CP1A0504,VN0CP1A05042,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,31/05/2009,Trái phiếu đáo hạn
2119,CP4_0202,VN0CP4_02026,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,20/05/2009,Trái phiếu đáo hạn
2120,CP1A0404,VN0CP1A04045,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/05/2009,Trái phiếu đáo hạn
2121,CP1_0502,VN0CP1_05022,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,16/05/2009,Trái phiếu đáo hạn
2122,CP1_0704,VN0CP1_07044,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,11/05/2009,Trái phiếu đáo hạn
2123,CP1_0604,VN0CP1_06046,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,29/04/2009,Trái phiếu đáo hạn
2124,CP4A2104,VN0CP4A21043,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,29/04/2009,Trái phiếu đáo hạn
2125,CP1A0304,VN0CP1A03047,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,22/04/2009,Trái phiếu đáo hạn
