STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
1199,HCM_0207,VN00HCM02071,Trái phiếu đô thị TP.HCM đợt 02/2007,Trái phiếu,HOSE,14/06/2017,Trái phiếu đáo hạn
1200,VDB112076,VNVDB1120767,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,09/06/2017,Trái phiếu đáo hạn
1201,VBS112061,VNVBS1120617,Trái phiếu Ngân hàng Chính sách xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,05/06/2017,Trái phiếu đáo hạn
1202,VIC11501,VN0VIC115010,Trái phiếu VINGROUP 062015,Trái phiếu,HOSE,01/06/2017,Trái phiếu đến thời gian đáo hạn
1203,VDB112075,VNVDB1120759,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,29/05/2017,Trái phiếu đáo hạn
1204,VDB112071,VNVDB1120718,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,18/05/2017,Trái phiếu đáo hạn
1205,TD1417077,VNTD14170771,Trái phiếu Chính phủ đấu thầu đợt 49/2014,Trái phiếu,Trái phiếu chuyên biệt,15/05/2017,Trái phiếu đáo hạn
1206,TD1217037,VNTD12170377,Trái phiếu Chính phủ đấu thầu đợt 34/2012,Trái phiếu,Trái phiếu chuyên biệt,15/05/2017,Trái phiếu đáo hạn
1207,VVF,VN000000VVF5,Cổ phiếu Công ty Tài chính cổ phần Vinaconex - Viettel,Cổ phiếu,Đại chúng chưa niêm yết,12/05/2017,Cổ phiếu hết hiệu lực lưu hành do hoán đổi cổ phiếu để sáp nhập vào Ngân hàng Thương mại cổ phần Sài Gòn – Hà Nội
1208,VBS112059,VNVBS1120591,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,12/05/2017,Trái phiếu đáo hạn
1209,VBS112058,VNVBS1120583,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,03/05/2017,Trái phiếu đáo hạn
1210,BVBS14019,VNBVBS140195,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,24/04/2017,Trái phiếu đáo hạn
1211,VBS112069,VNVBS1120690,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,19/04/2017,Trái phiếu đáo hạn
1212,SG3,VN000000SG30,Cổ phiếu Công ty cổ phần May Sài Gòn 3,Cổ phiếu,Đại chúng chưa niêm yết,19/04/2017,Công ty cổ phần May Sài Gòn 3 không đáp ứng điều kiện là Công ty đại chúng.
1213,TD1217036,VNTD12170369,Trái phiếu Chính phủ đấu thầu đợt 28/2012,Trái phiếu,Trái phiếu chuyên biệt,14/04/2017,Trái phiếu đáo hạn
1214,TD1417076,VNTD14170763,Trái phiếu Chính phủ đấu thầu đợt 36/2014,Trái phiếu,Trái phiếu chuyên biệt,14/04/2017,Trái phiếu đáo hạn
1215,BVBS14017,VNBVBS140179,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,07/04/2017,Trái phiếu đáo hạn
1216,BVBS14016,VNBVBS140161,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,31/03/2017,Trái phiếu đáo hạn
1217,TD1417075,VNTD14170755,Trái phiếu Chính phủ đấu thầu đợt 29/2014,Trái phiếu,Trái phiếu chuyên biệt,31/03/2017,Trái phiếu đáo hạn
1218,QH071717,VN0QH0717178,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,30/03/2017,Trái phiếu đáo hạn
1219,TD1217026,VNTD12170260,Trái phiếu Chính phủ đấu thầu đợt 22/2012,Trái phiếu,Trái phiếu chuyên biệt,17/03/2017,Trái phiếu đáo hạn
1220,TD1417074,VNTD14170748,Trái phiếu Chính phủ đấu thầu đợt 23/2014,Trái phiếu,Trái phiếu chuyên biệt,15/03/2017,Trái phiếu đáo hạn
1221,BVBS14015,VNBVBS140153,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/03/2017,Trái phiếu đáo hạn
1222,VBS112022,VNVBS1120229,Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,06/03/2017,Trái phiếu đáo hạn
1223,VBS112019,VNVBS1120195,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,28/02/2017,Trái phiếu đáo hạn
1224,TD1417073,VNTD14170730,Trái phiếu Chính phủ đấu thầu đợt 16/2014,Trái phiếu,Trái phiếu chuyên biệt,28/02/2017,Trái phiếu đáo hạn
1225,TD1217016,VNTD12170161,Trái phiếu Chính phủ đấu thầu đợt 12/2012,Trái phiếu,Trái phiếu chuyên biệt,27/02/2017,Trái phiếu đáo hạn
1226,BVBS14013,VNBVBS140138,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,24/02/2017,Trái phiếu đáo hạn
1227,VDB112014,VNVDB1120148,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,24/02/2017,Trái phiếu đáo hạn
1228,VBS112010,VNVBS1120104,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,21/02/2017,Trái phiếu đáo hạn
1229,BVBS14012,VNBVBS140120,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,17/02/2017,Trái phiếu đáo hạn
1230,BVDB14118,VNBVDB141182,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,17/02/2017,Trái phiếu đáo hạn
1231,VDB112008,VNVDB1120080,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,17/02/2017,Trái phiếu đáo hạn
1232,TD1417072,VNTD14170722,Trái phiếu Chính phủ đấu thầu đợt 08/2014,Trái phiếu,Trái phiếu chuyên biệt,15/02/2017,Trái phiếu đáo hạn
1233,VBS112006,VNVBS1120062,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,14/02/2017,Trái phiếu đáo hạn
1234,QH071714,VN0QH0717145,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,10/02/2017,Trái phiếu đáo hạn
1235,VDB112004,VNVDB1120049,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,10/02/2017,Trái phiếu đáo hạn
1236,BVDB14117,VNBVDB141174,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,25/01/2017,Trái phiếu đáo hạn
1237,BVDB14116,VNBVDB141166,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,20/01/2017,Trái phiếu đáo hạn
1238,BVBS14011,VNBVBS140112,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,20/01/2017,Trái phiếu đáo hạn
1239,TD1217002,VNTD12170021,Trái phiếu Chính phủ đấu thầu đợt 01/2012,Trái phiếu,Trái phiếu chuyên biệt,16/01/2017,Trái phiếu đáo hạn
1240,TD1417071,VNTD14170714,Trái phiếu Chính phủ đấu thầu đợt 02/2014,Trái phiếu,Trái phiếu chuyên biệt,13/01/2017,Trái phiếu đáo hạn
1241,BVDB14115,VNBVDB141158,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/01/2017,Trái phiếu đáo hạn
1242,QNGB13161,VNQNGB131613,Trái phiếu Chính quyền địa phương tỉnh Quảng Ninh đợt 2/2013,Trái phiếu,Trái phiếu chuyên biệt,30/12/2016,Trái phiếu đáo hạn
1243,MCJ,VN000000MCJ6,Cổ phiếu Công ty cổ phần Thiết bị Phụ tùng,Cổ phiếu,Đại chúng chưa niêm yết,23/12/2016,Công ty cổ phần Thiết bị Phụ tùng không đáp ứng điều kiện là Công ty đại chúng.
1244,BID10306,VN0BID103068,Trái phiếu dài hạn đợt 2/2006 kỳ hạn 15 năm,Trái phiếu,HOSE,23/12/2016,Trái phiếu được TCPH mua lại trước thời gian đáo hạn
1245,VDB111064,VNVDB1110644,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,20/12/2016,Trái phiếu đáo hạn
1246,BVBS13186,VNBVBS131863,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,16/12/2016,Trái phiếu đáo hạn
1247,X78,VN000000X784,Cổ phiếu Công ty cổ phần ACC-78,Cổ phiếu,Đại chúng chưa niêm yết,12/12/2016,Công ty cổ phần ACC-78 không đáp ứng điều kiện là Công ty đại chúng.
1248,VDB111062,VNVDB1110628,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,02/12/2016,Trái phiếu đáo hạn
1249,KAL,VN000000KAL0,Cổ phiếu Công ty cổ phần Nhôm Khánh Hoà,Cổ phiếu,Đại chúng chưa niêm yết,02/12/2016,Công ty cổ phần Nhôm Khánh Hòa không đáp ứng điều kiện là Công ty đại chúng.
1250,HNKD13259,VNHNKD132598,Trái phiếu Kho bạc Nhà nước Hà Nội,Trái phiếu,Trái phiếu chuyên biệt,28/11/2016,Trái phiếu đáo hạn
1251,DNF,VN000000DNF0,Cổ phiếu Công ty cổ phần Lương thực Đà Nẵng,Cổ phiếu,UpCOM,25/11/2016,Công ty cổ phần Lương thực Đà Nẵng không đáp ứng điều kiện là Công ty đại chúng
1252,TPKB16023,VNTPKB160231,Tín phiếu Kho bạc đấu thầu đợt 08/2016,Tín phiếu,Tín Phiếu,22/11/2016,Tín phiếu đáo hạn
1253,DLC,VN000000DLC1,Cổ phiếu Công ty Cổ phần Du lịch Cần Thơ,Cổ phiếu,UpCOM,18/11/2016,Công ty cổ phần Du lịch Cần Thơ không đáp ứng điều kiện là Công ty đại chúng.
1254,TPKB16022,VNTPKB160223,Tín phiếu Kho bạc đấu thầu đợt 06/2016,Tín phiếu,Tín Phiếu,15/11/2016,Tín phiếu đáo hạn
1255,BVDB13239,VNBVDB132397,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,04/11/2016,Trái phiếu đáo hạn
1256,TPKB16003,VNTPKB160033,Tín phiếu Kho bạc đấu thầu đợt 03/2016,Tín phiếu,Tín Phiếu,01/11/2016,Tín phiếu đáo hạn
1257,TD1316019,VNTD13160195,Trái phiếu Chính phủ đấu thầu đợt 102/2013,Trái phiếu,Trái phiếu chuyên biệt,31/10/2016,Trái phiếu đáo hạn
1258,BVDB13237,VNBVDB132371,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,28/10/2016,Trái phiếu đáo hạn
1259,HCMB13260,VNHCMB132609,Trái phiếu Chính quyền địa phương Tp. Hồ Chí Minh đợt 2 năm 2013,Trái phiếu,Trái phiếu chuyên biệt,21/10/2016,Trái phiếu đáo hạn
1260,BVDB13234,VNBVDB132348,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,14/10/2016,Trái phiếu đáo hạn
1261,BVDB13233,VNBVDB132330,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,07/10/2016,Trái phiếu đáo hạn
1262,VDB111058,VNVDB1110586,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,04/10/2016,Trái phiếu đáo hạn
1263,BVDB13232,VNBVDB132322,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,30/09/2016,Trái phiếu đáo hạn
1264,HNKD13258,VNHNKD132580,Trái phiếu Kho bạc Nhà nước Hà Nội,Trái phiếu,Trái phiếu chuyên biệt,27/09/2016,Trái phiếu đáo hạn
1265,QNGH13263,VNQNGH132631,Trái phiếu Chính quyền địa phương tỉnh Quảng Ninh năm 2013,Trái phiếu,Trái phiếu chuyên biệt,23/09/2016,Trái phiếu đáo hạn
1266,VBS111056,VNVBS1110568,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,20/09/2016,Trái phiếu đáo hạn
1267,KLS,VN000000KLS2,Cổ phiếu CTCP Chứng khoán Kim Long,Cổ phiếu,HNX,14/09/2016,Công ty thực hiện giải thể theo Quyết định của Đại hội đồng cổ đông
1268,QH061618,VN0QH0616180,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,13/09/2016,Trái phiếu đáo hạn
1269,BVDB13230,VNBVDB132306,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/09/2016,Trái phiếu đáo hạn
1270,TD1116054,VNTD11160544,Trái phiếu Chính phủ đấu thầu đợt 69/2011,Trái phiếu,Trái phiếu chuyên biệt,06/09/2016,Trái phiếu đáo hạn
1271,BVDB13134,VNBVDB131340,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,05/09/2016,Trái phiếu đáo hạn
1272,KBT,VN000000KBT1,Cổ phiếu CTCP Gạch ngói Kiên Giang,Cổ phiếu,Đại chúng chưa niêm yết,01/09/2016,Công ty cổ phần Gạch ngói Kiên Giang không còn đáp ứng điều kiện là Công ty đại chúng.
1273,HCM_0606,VN00HCM06064,Trái phiếu Đô thị TP.HCM đấu thầu đợt 06/2006,Trái phiếu,HOSE,31/08/2016,Trái phiếu đáo hạn
1274,VBS111052,VNVBS1110527,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,30/08/2016,Trái phiếu đáo hạn
1275,BVDB13133,VNBVDB131332,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,26/08/2016,Trái phiếu đáo hạn
1276,BVBS13175,VNBVBS131756,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,26/08/2016,Trái phiếu đáo hạn
1277,TPKB16014,VNTPKB160140,Tín phiếu Kho bạc đấu thầu đợt 07/2016,Tín phiếu,Tín Phiếu,23/08/2016,Tín phiếu đáo hạn
1278,HCMA0806,VN0HCMA08068,Trái phiếu đô thị TP.HCM BLPH đợt 08/2006,Trái phiếu,HOSE,22/08/2016,Trái phiếu đáo hạn
1279,BVBS13174,VNBVBS131749,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,19/08/2016,Trái phiếu đáo hạn
1280,HCMB13255,VNHCMB132559,Trái phiếu Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh,Trái phiếu,Trái phiếu chuyên biệt,19/08/2016,Trái phiếu đáo hạn
1281,QH061611,VN0QH0616115,Trái phiếu Chính phủ,Trái phiếu,Trái phiếu chuyên biệt,17/08/2016,Trái phiếu đáo hạn
1282,TPKB16013,VNTPKB160132,Tín phiếu Kho bạc đấu thầu đợt 05/2016,Tín phiếu,Tín Phiếu,16/08/2016,Tín phiếu đáo hạn
1283,HCMA0506,VN0HCMA05064,Trái phiếu đô thị TP.HCM BLPH đợt 05/2006,Trái phiếu,HOSE,10/08/2016,Trái phiếu đáo hạn
1284,TPKB16002,VNTPKB160025,Tín phiếu Kho bạc đấu thầu đợt 02/2016,Tín phiếu,Tín Phiếu,02/08/2016,Tín phiếu đáo hạn
1285,DTS,VN000000DTS0,Cổ phiếu Công ty cổ phần Dịch vụ Du lịch Đà Lạt,Cổ phiếu,Đại chúng chưa niêm yết,28/07/2016,Công ty cổ phần Dịch vụ du lịch Đà Lạt không đáp ứng điều kiện là Công ty đại chúng.
1286,HCM_0406,VN00HCM04069,Trái phiếu Đô thị TP.HCM đấu thầu đợt 04/2006,Trái phiếu,HOSE,27/07/2016,Trái phiếu đáo hạn
1287,TD1116050,VNTD11160502,Trái phiếu Chính phủ đấu thầu đợt 57/2011,Trái phiếu,Trái phiếu chuyên biệt,25/07/2016,Trái phiếu đáo hạn
1288,TD1316018,VNTD13160187,Trái phiếu Chính phủ đấu thầu đợt 57/2013,Trái phiếu,Trái phiếu chuyên biệt,15/07/2016,Trái phiếu đáo hạn
1289,HPS,VN000000HPS9,Cổ phiếu CTCP Đá Xây dựng Hoà phát,Cổ phiếu,HNX,15/07/2016,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Đá Xây dựng Hòa Phát hoán đổi cổ phiếu để sáp nhập vào Công ty cổ phần Xi măng Vicem Hải Vân.
1290,VBS111048,VNVBS1110485,Trái phiếu Ngân hàng Chính sách được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,12/07/2016,Trái phiếu đáo hạn
1291,BVBS13170,VNBVBS131707,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,08/07/2016,Trái phiếu đáo hạn
1292,TD1116046,VNTD11160460,Trái phiếu Chính phủ đấu thầu đợt 51/2011,Trái phiếu,Trái phiếu chuyên biệt,04/07/2016,Trái phiếu đáo hạn
1293,TD1416067,VNTD14160673,Trái phiếu Chính phủ đấu thầu đợt 68/2014,Trái phiếu,Trái phiếu chuyên biệt,30/06/2016,Trái phiếu đáo hạn
1294,VBS111043,VNVBS1110436,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,28/06/2016,Trái phiếu đáo hạn
1295,BVBS13091,VNBVBS130915,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,24/06/2016,Trái phiếu đáo hạn
1296,TD1116040,VNTD11160403,Trái phiếu Chính phủ đấu thầu đợt 45/2011,Trái phiếu,Trái phiếu chuyên biệt,20/06/2016,Trái phiếu đáo hạn
1297,VDB111036,VNVDB1110362,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,14/06/2016,Trái phiếu đáo hạn
1298,BVBS13090,VNBVBS130907,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/06/2016,Trái phiếu đáo hạn
1299,BVBS13089,VNBVBS130899,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,03/06/2016,Trái phiếu đáo hạn
1300,TD1316017,VNTD13160179,Trái phiếu Chính phủ đấu thầu đợt 39/2013,Trái phiếu,Trái phiếu chuyên biệt,31/05/2016,Trái phiếu đáo hạn
1301,BVBS13088,VNBVBS130881,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,27/05/2016,Trái phiếu đáo hạn
1302,BID1_106,VN00BID11063,Trái phiếu tăng vốn đợt 1/2006 của Ngân hàng TMCP Đầu tư và Phát triển kỳ hạn 10 năm,Trái phiếu,HOSE,25/05/2016,Trái phiếu đến thời gian đáo hạn
1303,BID1_206,VN00BID12061,Trái phiếu tăng vốn đợt 1/2006 của Ngân hàng TMCP Đầu tư và Phát triển Việt Nam kỳ hạn 15 năm,Trái phiếu,HOSE,25/05/2016,Trái phiếu được TCPH mua lại trước thời gian đáo hạn
1304,BVDB13127,VNBVDB131274,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,24/05/2016,Trái phiếu đáo hạn
1305,BVBS13087,VNBVBS130873,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,20/05/2016,Trái phiếu đáo hạn
1306,BVDB13126,VNBVDB131266,Trái phiếu Ngân hàng phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,17/05/2016,Trái phiếu đáo hạn
1307,TPKB16004,VNTPKB160041,Tín phiếu Kho bạc đấu thầu đợt 04/2016,Tín phiếu,Tín Phiếu,17/05/2016,Tín phiếu đáo hạn
1308,TD1416066,VNTD14160665,Trái phiếu Chính phủ đấu thầu đợt 48/2014,Trái phiếu,Trái phiếu chuyên biệt,13/05/2016,Trái phiếu đáo hạn
1309,CKI,VN000000CKI2,Cổ phiếu CTCP Cơ khí Ngành In,Cổ phiếu,Đại chúng chưa niêm yết,12/05/2016,Công ty cổ phần Cơ khí Ngành In không đáp ứng điều kiện là Công ty đại chúng.
1310,BVBS13086,VNBVBS130865,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/05/2016,Trái phiếu đáo hạn
1311,TD1116026,VNTD11160262,Trái phiếu Chính phủ đấu thầu đợt 32/2011,Trái phiếu,Trái phiếu chuyên biệt,09/05/2016,Trái phiếu đáo hạn
1312,JSC,VN000000JSC3,Cổ phiếu CTCP Đầu tư và Xây dựng Cầu đường Hà Nội,Cổ phiếu,UpCOM,06/05/2016,Công ty cổ phần Đầu tư và Xây dựng Cầu đường Hà Nội không đáp ứng điều kiện là Công ty đại chúng
1313,BVDB13125,VNBVDB131258,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,06/05/2016,Trái phiếu đáo hạn
1314,TD1316016,VNTD13160161,Trái phiếu Chính phủ đấu thầu đợt 29/2013,Trái phiếu,Trái phiếu chuyên biệt,29/04/2016,Trái phiếu đáo hạn
1315,TPKB16001,VNTPKB160017,Tín phiếu Kho bạc đấu thầu đợt 01/2016,Tín phiếu,Tín Phiếu,29/04/2016,Tín phiếu đáo hạn
1316,HCM_0206,VN00HCM02063,Trái phiếu Đô thị TP.HCM đấu thầu đợt 02/2006,Trái phiếu,HOSE,27/04/2016,Trái phiếu đáo hạn
1317,BVBS13084,VNBVBS130840,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,22/04/2016,Trái phiếu đáo hạn
1318,BVDB13049,VNBVDB130490,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,22/04/2016,Trái phiếu đáo hạn
1319,TD1416065,VNTD14160657,Trái phiếu Chính phủ đấu thầu đợt 35/2014,Trái phiếu,Trái phiếu chuyên biệt,15/04/2016,Trái phiếu đáo hạn
1320,BVDB13048,VNBVDB130482,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,15/04/2016,Trái phiếu đáo hạn
1321,VEC111031,VNVEC1110319,Trái phiếu Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên,Trái phiếu,Trái phiếu chuyên biệt,14/04/2016,Trái phiếu đáo hạn
1322,BVBS13083,VNBVBS130832,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,12/04/2016,Trái phiếu đáo hạn
1323,BVDB13047,VNBVDB130474,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,05/04/2016,Trái phiếu đáo hạn
1324,BVBS13082,VNBVBS130824,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,04/04/2016,Trái phiếu đáo hạn
1325,VEC111030,VNVEC1110301,Trái phiếu Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên,Trái phiếu,Trái phiếu chuyên biệt,04/04/2016,Trái phiếu đáo hạn
1326,TD1316015,VNTD13160153,Trái phiếu Chính phủ đấu thầu đợt 20/2013,Trái phiếu,Trái phiếu chuyên biệt,31/03/2016,Trái phiếu đáo hạn
1327,BVDB13046,VNBVDB130466,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,29/03/2016,Trái phiếu đáo hạn
1328,CP061601,VN0CP0616019,Trái phiếu Chính phủ đợt 5/2006 (1-HN),Trái phiếu,Trái phiếu chuyên biệt,28/03/2016,Trái phiếu đáo hạn
1329,BVDB13045,VNBVDB130458,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,25/03/2016,Trái phiếu đáo hạn
1330,SDF,VN000000SDF9,Cổ phiếu Công ty Tài chính cổ phần Sông Đà,Cổ phiếu,UpCOM,22/03/2016,Cổ phiếu hết hiệu lực lưu hành do Công ty Tài chính cổ phần Sông Đà hoán đổi cổ phiếu để sáp nhập vào Ngân hàng thương mại cổ phần Quân đội.
1331,BVBS13080,VNBVBS130808,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,18/03/2016,Trái phiếu đáo hạn
1332,TD1316014,VNTD13160146,Trái phiếu Chính phủ đấu thầu đợt 16/2013,Trái phiếu,Trái phiếu chuyên biệt,15/03/2016,Trái phiếu đáo hạn
1333,TD1416064,VNTD14160640,Trái phiếu Chính phủ đấu thầu đợt 22/2014,Trái phiếu,Trái phiếu chuyên biệt,15/03/2016,Trái phiếu đáo hạn
1334,BVBS13079,VNBVBS130790,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,11/03/2016,Trái phiếu đáo hạn
1335,BVDB13044,VNBVDB130441,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/03/2016,Trái phiếu đáo hạn
1336,NHW,VN000000NHW6,Cổ phiếu Công ty cổ phần NGÔ HAN,Cổ phiếu,Đại chúng chưa niêm yết,09/03/2016,Công ty không còn đáp ứng điều kiện là công ty đại chúng
1337,BVDB13043,VNBVDB130433,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,04/03/2016,Trái phiếu đáo hạn
1338,BVBS13078,VNBVBS130782,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,01/03/2016,Trái phiếu đáo hạn
1339,TD1416063,VNTD14160632,Trái phiếu Chính phủ đấu thầu đợt 15/2014,Trái phiếu,Trái phiếu chuyên biệt,26/02/2016,Trái phiếu đáo hạn
1340,TD1316013,VNTD13160138,Trái phiếu Chính phủ đấu thầu đợt 10/2013,Trái phiếu,Trái phiếu chuyên biệt,26/02/2016,Trái phiếu đáo hạn
1341,VBS111023,VNVBS1110238,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,23/02/2016,Trái phiếu đáo hạn
1342,BVBS13077,VNBVBS130774,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,19/02/2016,Trái phiếu đáo hạn
1343,TD1116019,VNTD11160197,Trái phiếu Chính phủ đấu thầu đợt 5/2011,Trái phiếu,Trái phiếu chuyên biệt,15/02/2016,Trái phiếu đáo hạn
1344,TD1316012,VNTD13160120,Trái phiếu Chính phủ đấu thầu đợt 07/2013,Trái phiếu,Trái phiếu chuyên biệt,15/02/2016,Trái phiếu đáo hạn
1345,TD1416062,VNTD14160624,Trái phiếu Chính phủ đấu thầu đợt 07/2014,Trái phiếu,Trái phiếu chuyên biệt,15/02/2016,Trái phiếu đáo hạn
1346,VDB111017,VNVDB1110172,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,05/02/2016,Trái phiếu đáo hạn
1347,PHS,VN000000PHS9,Cổ phiếu Công ty Cổ phần Chứng khoán Phú Hưng,Cổ phiếu,Đại chúng chưa niêm yết,03/02/2016,Công ty cổ phần Chứng khoán Phú Hưng hợp nhất với Công ty cổ phần Chứng khoán An Thành theo Quyết định số 1129/QĐ-UBCK ngày 16/12/2015 của UBCKNN.
