Symbol,Name Company,cafef_exchange,vietstock_exchange
UXC,CÔNG TY CỔ PHẦN CHẾ BIẾN THỦY SẢN ÚT XI,OTC,OTC
V11,CTCP XÂY DỰNG SỐ 11,UPCOM,UPCOM
V12,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 12,HNX,HNX
V15,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 15,UPCOM,UPCOM
V21,CÔNG TY CỔ PHẦN VINACONEX 21,HNX,HNX
V45,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SỐ 45,,OTC
VAC,CÔNG TY TNHH KIỂM TOÁN VŨNG TÀU,,KHÁC
VAE,CÔNG TY TNHH KIỂM TOÁN VÀ ĐỊNH GIÁ VN,,KHÁC
VAF,CÔNG TY CỔ PHẦN PHÂN LÂN NUNG CHẢY VĂN ĐIỂN,HSX,HOSE
VAT,CÔNG TY CỔ PHẦN VT VẠN XUÂN,UPCOM,UPCOM
VAV,CÔNG TY CỔ PHẦN VIWACO,UPCOM,UPCOM
VBC,"CÔNG TY CỔ PHẦN NHỰA, BAO BÌ VINH",HNX,HNX
VBG,CÔNG TY CỔ PHẦN ĐỊA CHẤT VIỆT BẮC - TKV,UPCOM,UPCOM
VBH,CTCP ĐIỆN TỬ BÌNH HOÀ,UPCOM,UPCOM
VBL,CÔNG TY TNHH NHÀ MÁY BIA VIỆT NAM,OTC,
VBX,CÔNG TY CỔ PHẦN BÊ TÔNG XÂY DỰNG HÀ NỘI,,
VC1,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1,HNX,HNX
VC2,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG VINA2,HNX,HNX
VC3,CÔNG TY CỔ PHẦN TẬP ĐOÀN NAM MÊ KÔNG,HNX,HNX
VC5,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 5,UPCOM,UPCOM
VC6,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ ĐẦU TƯ VISICONS,HNX,HNX
VC7,CÔNG TY CỔ PHẦN TẬP ĐOÀN BGI,HNX,HNX
VC9,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 9,HNX,HNX
VCA,CÔNG TY CỔ PHẦN THÉP VICASA - VNSTEEL,HSX,HOSE
VCC,CÔNG TY CỔ PHẦN VINACONEX 25,HNX,HNX
VCE,CÔNG TY CỔ PHẦN XÂY LẮP MÔI TRƯỜNG,UPCOM,UPCOM
VCF,CÔNG TY CỔ PHẦN VINACAFÉ BIÊN HOÀ,HSX,HOSE
VCG,TỔNG CTCP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM,HSX,HOSE
VCH,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN HẠ TẦNG VINACONEX,HNX,OTC
VCM,CÔNG TY CỔ PHẦN NHÂN LỰC VÀ THƯƠNG MẠI VINACONEX,HNX,HNX
VCN,CÔNG TY CỔ PHẦN ĐẦU TƯ VCN,,OTC
VCP,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ NĂNG LƯỢNG VCP,UPCOM,UPCOM
VCR,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH VINACONEX,UPCOM,UPCOM
VCS,CÔNG TY CỔ PHẦN VICOSTONE,HNX,HNX
VCT,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG VINACONEX,UPCOM,UPCOM
VCV,CÔNG TY CỔ PHẦN VẬN TẢI VINACONEX,HNX,OTC
VCW,CÔNG TY CỔ PHẦN ĐẦU TƯ NƯỚC SẠCH SÔNG ĐÀ,UPCOM,UPCOM
VCX,CÔNG TY CỔ PHẦN XI MĂNG YÊN BÌNH,UPCOM,UPCOM
VDB,CÔNG TY CỔ PHẦN VẬN TẢI VÀ CHẾ BIẾN THAN ĐÔNG BẮC,UPCOM,UPCOM
VDL,CTCP THỰC PHẨM LÂM ĐỒNG,HNX,HNX
VDM,CÔNG TY CỔ PHẦN - VIỆN NGHIÊN CỨU DỆT MAY,UPCOM,OTC
VDN,CÔNG TY CỔ PHẦN VINATEX ĐÀ NẴNG,UPCOM,UPCOM
VDP,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,HSX,HOSE
VDT,CÔNG TY CỔ PHẦN LƯỚI THÉP BÌNH TÂY,UPCOM,UPCOM
VE1,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO1,HNX,HNX
VE2,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO 2,HNX,HNX
VE3,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO 3,HNX,HNX
VE4,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO4,HNX,HNX
VE8,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO 8,HNX,HNX
VE9,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG VNECO 9,UPCOM,UPCOM
VEA,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP,UPCOM,UPCOM
VEC,TỔNG CÔNG TY CỔ PHẦN ĐIỆN TỬ VÀ TIN HỌC VIỆT NAM,UPCOM,UPCOM
VED,CÔNG TY CỔ PHẦN PHÁT TRIỂN THỂ THAO ĐIỆN TỬ VIỆT NAM,OTC,
VEE,CÔNG TY CỔ PHẦN THIẾT BỊ ĐIỆN CẨM PHẢ,UPCOM,OTC
VEF,CÔNG TY CỔ PHẦN TRUNG TÂM HỘI CHỢ TRIỂN LÃM VIỆT NAM,UPCOM,UPCOM
VEG,"TỔNG CÔNG TY RAU QUẢ, NÔNG SẢN - CÔNG TY CỔ PHẦN",,
VES,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG ĐIỆN MÊCA VNECO,UPCOM,UPCOM
VET,CÔNG TY CỔ PHẦN THUỐC THÚ Y TRUNG ƯƠNG NAVETCO,UPCOM,UPCOM
VFC,CÔNG TY CỔ PHẦN VINAFCO,UPCOM,UPCOM
VFG,CÔNG TY CỔ PHẦN KHỬ TRÙNG VIỆT NAM,HSX,HOSE
VFR,CÔNG TY CỔ PHẦN VẬN TẢI VÀ THUÊ TÀU,UPCOM,UPCOM
VGC,TỔNG CÔNG TY VIGLACERA – CTCP,HSX,HOSE
VGG,TỔNG CÔNG TY CỔ PHẦN MAY VIỆT TIẾN,UPCOM,UPCOM
VGI,TỔNG CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ VIETTEL,UPCOM,UPCOM
VGL,CÔNG TY CỔ PHẦN MẠ KẼM CÔNG NGHIỆP VINGAL-VNSTEEL,UPCOM,UPCOM
VGP,CTCP CẢNG RAU QUẢ,HNX,HNX
VGR,CÔNG TY CỔ PHẦN CẢNG XANH VIP,UPCOM,UPCOM
VGS,CÔNG TY CỔ PHẦN ỐNG THÉP VIỆT ĐỨC VG PIPE,HNX,HNX
VGT,TẬP ĐOÀN DỆT MAY VIỆT NAM,UPCOM,UPCOM
VGV,TỔNG CÔNG TY TƯ VẤN XÂY DỰNG VIỆT NAM – CTCP,UPCOM,UPCOM
VHC,CÔNG TY CỔ PHẦN VĨNH HOÀN,HSX,HOSE
VHD,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ VINAHUD,UPCOM,UPCOM
VHE,CÔNG TY CỔ PHẦN DƯỢC LIỆU VÀ THỰC PHẨM VIỆT NAM,HNX,HNX
VHF,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ CHẾ BIẾN LƯƠNG THỰC VĨNH HÀ,UPCOM,UPCOM
VHG,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VIỆT TRUNG NAM,UPCOM,UPCOM
VHH,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH NHÀ THÀNH ĐẠT,UPCOM,UPCOM
VHI,CÔNG TY CỔ PHẦN KINH DOANH VÀ ĐẦU TƯ VIỆT HÀ,UPCOM,OTC
VHL,CÔNG TY CỔ PHẦN VIGLACERA HẠ LONG,HNX,HNX
VHM,CÔNG TY CỔ PHẦN VINHOMES,HSX,HOSE
VHW,CTCP NƯỚC KHOÁNG VĨNH HẢO,OTC,
VIA,CÔNG TY CỔ PHẦN VIAN,UPCOM,OTC
VIC,TẬP ĐOÀN VINGROUP – CÔNG TY CP,HSX,HOSE
VID,CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI VIỄN ĐÔNG,HSX,HOSE
VIE,CÔNG TY CỔ PHẦN CÔNG NGHỆ VIỄN THÔNG VI TE CO,HNX,HNX
VIF,TỔNG CÔNG TY LÂM NGHIỆP VIỆT NAM - CÔNG TY CỔ PHẦN,HNX,HNX
VIH,CÔNG TY CỔ PHẦN VIGLACERA HÀ NỘI,UPCOM,UPCOM
VIM,CÔNG TY CỔ PHẦN KHOÁNG SẢN VIGLACERA,UPCOM,UPCOM
VIN,CÔNG TY CỔ PHẦN GIAO NHẬN KHO VẬN NGOẠI THƯƠNG VIỆT NAM,UPCOM,UPCOM
VIP,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU VIPCO,HSX,HOSE
VIR,CTCP DU LỊCH QUỐC TẾ VŨNG TÀU,UPCOM,UPCOM
VIS,CÔNG TY CỔ PHẦN THÉP VIỆT Ý,HSX,OTC
VIT,CÔNG TY CỔ PHẦN VIGLACERA TIÊN SƠN,HNX,HNX
VIW,TỔNG CÔNG TY ĐẦU TƯ NƯỚC VÀ MÔI TRƯỜNG VIỆT NAM - CTCP,UPCOM,UPCOM
VJC,CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,HSX,HOSE
VKC,CÔNG TY CỔ PHẦN VKC HOLDINGS,HNX,HNX
VKD,CÔNG TY CỔ PHẦN NƯỚC KHOÁNG KHÁNH HÒA,UPCOM,UPCOM
VKP,CÔNG TY CỔ PHẦN NHỰA TÂN HOÁ,UPCOM,UPCOM
VLA,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ VĂN LANG,HNX,HNX
VLB,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ SẢN XUẤT VẬT LIỆU XÂY DỰNG BIÊN HÒA,UPCOM,UPCOM
VLC,TỔNG CÔNG TY CHĂN NUÔI VIỆT NAM - CTCP,UPCOM,UPCOM
VLD,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN VIETTRONICS,OTC,OTC
VLF,CTCP LƯƠNG THỰC THỰC PHẨM VĨNH LONG,UPCOM,UPCOM
VLG,CÔNG TY CỔ PHẦN VIMC LOGISTICS,UPCOM,UPCOM
VLP,CÔNG TY CỔ PHẦN CÔNG TRÌNH CÔNG CỘNG VĨNH LONG,UPCOM,UPCOM
VLW,CÔNG TY CỔ PHẦN CẤP NƯỚC VĨNH LONG,UPCOM,UPCOM
VMA,CÔNG TY CỔ PHẦN CÔNG NGHIỆP Ô TÔ - VINACOMIN,UPCOM,UPCOM
VMC,CÔNG TY CỔ PHẦN VIMECO,HNX,HNX
VMD,CTCP Y DƯỢC PHẨM VIMEDIMEX,HSX,HOSE
VMG,CTCP THƯƠNG MẠI VÀ DỊCH VỤ DẦU KHÍ VŨNG TÀU,UPCOM,UPCOM
VMI,CÔNG TY CỔ PHẦN KHOÁNG SẢN VÀ ĐẦU TƯ VISACO,UPCOM,UPCOM
VMS,CÔNG TY CỔ PHẦN PHÁT TRIỂN HÀNG HẢI,HNX,HNX
VMT,CÔNG TY CỔ PHẦN GIAO NHẬN VẬN TẢI MIỀN TRUNG.,,
VNA,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN VINASHIP,UPCOM,UPCOM
VNB,CÔNG TY CỔ PHẦN SÁCH VIỆT NAM,UPCOM,UPCOM
VNC,CÔNG TY CỔ PHẦN TẬP ĐOÀN VINACONTROL,HNX,HNX
VNE,TỔNG CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VIỆT NAM,HSX,HOSE
VNF,CÔNG TY CỔ PHẦN VINAFREIGHT,HNX,HNX
VNG,CÔNG TY CỔ PHẦN DU LỊCH THÀNH THÀNH CÔNG,HSX,HOSE
VNH,CTCP ĐẦU TƯ VIỆT VIỆT NHẬT,UPCOM,UPCOM
VNI,CÔNG TY CP ĐẦU TƯ BẤT ĐỘNG SẢN VIỆT NAM,UPCOM,UPCOM
VNL,CÔNG TY CỔ PHẦN LOGISTICS VINALINK,HSX,HOSE
VNM,CÔNG TY CỔ PHẦN SỮA VIỆT NAM,HSX,HOSE
VNN,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI VNN,UPCOM,OTC
VNP,CÔNG TY CỔ PHẦN NHỰA VIỆT NAM,UPCOM,UPCOM
VNS,CÔNG TY CỔ PHẦN ÁNH DƯƠNG VIỆT NAM,HSX,HOSE
VNT,CÔNG TY CỔ PHẦN GIAO NHẬN VẬN TẢI NGOẠI THƯƠNG,HNX,HNX
VNX,CÔNG TY CỔ PHẦN QUẢNG CÁO VÀ HỘI CHỢ THƯƠNG MẠI VINEXAD,UPCOM,UPCOM
VNY,CÔNG TY CỔ PHẦN THUỐC THÚ Y TRUNG ƯƠNG I,UPCOM,UPCOM
VOC,TỔNG CÔNG TY CÔNG NGHIỆP DẦU THỰC VẬT VIỆT NAM – CTCP,UPCOM,UPCOM
VOS,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN VIỆT NAM,HSX,HOSE
VPA,CÔNG TY CỔ PHẦN VẬN TẢI HÓA DẦU VP,UPCOM,UPCOM
VPC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN NĂNG LƯỢNG VIỆT NAM,UPCOM,UPCOM
VPD,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐIỆN LỰC VIỆT NAM,HSX,HOSE
VPG,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI XUẤT NHẬP KHẨU VIỆT PHÁT,HSX,HOSE
VPH,CÔNG TY CỔ PHẦN VẠN PHÁT HƯNG,HSX,HOSE
VPI,CÔNG TY CỔ PHẦN ĐẦU TƯ VĂN PHÚ - INVEST,HSX,HOSE
VPK,CÔNG TY CỔ PHẦN BAO BÌ DẦU THỰC VẬT,UPCOM,KHÁC
VPL,CÔNG TY CỔ PHẦN VINPEARL,HSX,OTC
VPR,CÔNG TY CỔ PHẦN VINAPRINT,UPCOM,UPCOM
VPS,CÔNG TY CỔ PHẦN THUỐC SÁT TRÙNG VIỆT NAM,HSX,HOSE
VPW,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC SỐ 1 VĨNH PHÚC,UPCOM,UPCOM
VQC,CÔNG TY CỔ PHẦN GIÁM ĐỊNH VINACOMIN,UPCOM,UPCOM
VRC,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN VÀ ĐẦU TƯ VRC,HSX,HOSE
VRE,CÔNG TY CỔ PHẦN VINCOM RETAIL,HSX,HOSE
VRG,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐÔ THỊ VÀ KHU CÔNG NGHIỆP CAO SU VIỆT NAM,UPCOM,UPCOM
VSA,CÔNG TY CỔ PHẦN ĐẠI LÝ HÀNG HẢI VIỆT NAM,HNX,HNX
VSC,CÔNG TY CỔ PHẦN CONTAINER VIỆT NAM,HSX,HOSE
VSE,CÔNG TY CỔ PHẦN DỊCH VỤ ĐƯỜNG CAO TỐC VIỆT NAM,UPCOM,UPCOM
VSF,TỔNG CÔNG TY LƯƠNG THỰC MIỀN NAM - CÔNG TY CỔ PHẦN,UPCOM,UPCOM
VSG,CÔNG TY CỔ PHẦN CONTAINER PHÍA NAM,UPCOM,UPCOM
VSH,CTCP THUỶ ĐIỆN VĨNH SƠN -SÔNG HINH,HSX,HOSE
VSI,CTCP ĐẦU TƯ VÀ XÂY DỰNG CẤP THOÁT NƯỚC,HSX,HOSE
VSM,CÔNG TY CỔ PHẦN CONTAINER MIỀN TRUNG,HNX,HNX
VSN,CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN,UPCOM,UPCOM
VSP,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN VÀ BẤT ĐỘNG SẢN VIỆT HẢI,UPCOM,UPCOM
VST,CÔNG TY CP VẬN TẢI VÀ THUÊ TÀU BIỂN VIỆT NAM,UPCOM,UPCOM
VT1,CTCP VẬT TƯ BẾN THÀNH,UPCOM,OTC
VT8,CÔNG TY CỔ PHẦN DỊCH VỤ VẬN TẢI Ô TÔ SỐ 8,UPCOM,OTC
VTA,CTCP VITALY,UPCOM,UPCOM
VTB,CÔNG TY CỔ PHẦN VIETTRONICS TÂN BÌNH,HSX,HOSE
VTC,CÔNG TY CỔ PHẦN VIỄN THÔNG VTC,HNX,HNX
VTD,CÔNG TY CỔ PHẦN DU LỊCH VIETOURIST,UPCOM,UPCOM
VTE,CÔNG TY CỔ PHẦN VINACAP KIM LONG,UPCOM,UPCOM
VTF,CÔNG TY CỔ PHẦN THỨC ĂN CHĂN NUÔI VIỆT THẮNG,HSX,OTC
VTG,CÔNG TY CỔ PHẦN DU LỊCH TỈNH BÀ RỊA – VŨNG TÀU,UPCOM,UPCOM
VTH,CÔNG TY CỔ PHẦN DÂY CÁP ĐIỆN VIỆT THÁI,HNX,HNX
VTI,CÔNG TY CỔ PHẦN SẢN XUẤT - XUẤT NHẬP KHẨU DỆT MAY,UPCOM,UPCOM
VTJ,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ VI NA TA BA,HNX,HNX
VTK,CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VIETTEL,UPCOM,UPCOM
VTL,CÔNG TY CỔ PHẦN VANG THĂNG LONG,HNX,HNX
VTM,CÔNG TY CỔ PHẦN VẬN TẢI VÀ ĐƯA ĐÓN THỢ MỎ - VINACOMIN,UPCOM,UPCOM
VTO,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU VITACO,HSX,HOSE
VTP,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,UPCOM,UPCOM
VTQ,CÔNG TY CỔ PHẦN VIỆT TRUNG QUẢNG BÌNH,UPCOM,UPCOM
VTR,CÔNG TY CỔ PHẦN DU LỊCH VÀ TIẾP THỊ GIAO THÔNG VẬN TẢI VIỆT NAM - VIETRAVEL,UPCOM,UPCOM
VTS,CÔNG TY CỔ PHẦN GẠCH NGÓI TỪ SƠN,UPCOM,UPCOM
VTT,CÔNG TY CỔ PHẦN CÔNG NGHỆ VIỆT THÀNH,,OTC
VTV,CÔNG TY CỔ PHẦN NĂNG LƯỢNG VÀ MÔI TRƯỜNG VICEM,HNX,HNX
VTX,CÔNG TY CỔ PHẦN VẬN TẢI ĐA PHƯƠNG THỨC VIETRANSTIMEX,UPCOM,UPCOM
VTZ,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI NHỰA VIỆT THÀNH,HNX,HNX
VVF,CÔNG TY TÀI CHÍNH CỔ PHẦN VINACONEX - VIETTEL,,OTC
VVN,TỔNG CÔNG TY CỔ PHẦN XÂY DỰNG CÔNG NGHIỆP VIỆT NAM,UPCOM,UPCOM
VW1,CÔNG TY CỔ PHẦN XÂY DỰNG CẤP THOÁT NƯỚC SỐ 1 - VIWASEEN.1,,
VW3,CÔNG TY CỔ PHẦN VIWASEEN3,UPCOM,UPCOM
VWS,CÔNG TY CỔ PHẦN NƯỚC VÀ MÔI TRƯỜNG VIỆT NAM,UPCOM,UPCOM
VXB,CTCP VẬT LIỆU XÂY DỰNG BẾN TRE,HNX,HNX
VXP,CÔNG TY CỔ PHẦN THUỐC THÚ Y TRUNG ƯƠNG VETVACO,UPCOM,UPCOM
VXT,CÔNG TY CỔ PHẦN KHO VẬN VÀ DỊCH VỤ THƯƠNG MẠI,UPCOM,UPCOM
WAC,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐƯỜNG THỦY - VINAWACO,,
WCS,CÔNG TY CỔ PHẦN BẾN XE MIỀN TÂY,HNX,HNX
WSB,CÔNG TY CỔ PHẦN BIA SÀI GÒN - MIỀN TÂY,UPCOM,UPCOM
WTC,CÔNG TY CỔ PHẦN VẬN TẢI THỦY - VINACOMIN,UPCOM,UPCOM
WTN,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC TÂY NINH,UPCOM,OTC
X18,CÔNG TY CỔ PHẦN XI MĂNG X18,UPCOM,OTC
X20,CÔNG TY CỔ PHẦN X20,HNX,HNX
X26,CÔNG TY CỔ PHẦN 26,UPCOM,UPCOM
X77,CÔNG TY CỔ PHẦN THÀNH AN 77,UPCOM,UPCOM
X78,CÔNG TY CỔ PHẦN ACC-78,,OTC
XDH,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG DÂN DỤNG HÀ NỘI,UPCOM,UPCOM
XHC,CÔNG TY CỔ PHẦN XUÂN HÒA VIỆT NAM,UPCOM,UPCOM
XLV,CÔNG TY CỔ PHẦN XÂY LẮP VÀ DỊCH VỤ SÔNG ĐÀ,UPCOM,UPCOM
XMC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG XUÂN MAI,UPCOM,UPCOM
XMD,CÔNG TY CỔ PHẦN XUÂN MAI - ĐẠO TÚ,UPCOM,UPCOM
XMP,CÔNG TY CỔ PHẦN THỦY ĐIỆN XUÂN MINH,UPCOM,UPCOM
XPH,CÔNG TY CỔ PHẦN XÀ PHÒNG HÀ NỘI,UPCOM,UPCOM
XVC,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VIỄN THÔNG CẦN THƠ,,
YAN,CTCP CÔNG NGHỆ VÀ TẦM NHÌN YÊU ÂM NHẠC,OTC,
YBC,CÔNG TY CỔ PHẦN XI MĂNG VÀ KHOÁNG SẢN YÊN BÁI,UPCOM,UPCOM
YBM,CÔNG TY CỔ PHẦN KHOÁNG SẢN CÔNG NGHIỆP YÊN BÁI,HSX,HOSE
YEG,CÔNG TY CỔ PHẦN TẬP ĐOÀN YEAH1,HSX,HOSE
YRC,CÔNG TY CỔ PHẦN ĐƯỜNG SẮT YÊN LÀO,UPCOM,OTC
YSC,CÔNG TY CỔ PHẦN HAPACO YÊN SƠN,HNX,OTC
YTC,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU Y TẾ THÀNH PHỐ HỒ CHÍ MINH,UPCOM,UPCOM
