STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
597,Điều chỉnh lần 596,giao dịch hoán đổi,0,-600.000,0,-6.000.000.000,số 01/2014/GCNETF-VSD-596,19/05/2020
598,Điều chỉnh lần 597,giao dịch hoán đổi,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-597,20/05/2020
599,Điều chỉnh lần 598,giao dịch hoán đổi,2.700.000,-1.000.000,27.000.000.000,-10.000.000.000,số 01/2014/GCNETF-VSD-598,21/05/2020
600,Điều chỉnh lần 599,giao dịch hoán đổi,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-599,22/05/2020
601,Điều chỉnh lần 600,giao dịch hoán đổi,10.700.000,-1.400.000,107.000.000.000,-14.000.000.000,số 01/2014/GCNETF-VSD-600,25/05/2020
602,Điều chỉnh lần 601,giao dịch hoán đổi,200.000,-2.800.000,2.000.000.000,-28.000.000.000,số 01/2014/GCNETF-VSD-601,26/05/2020
603,Điều chỉnh lần 602,giao dịch hoán đổi,200.000,-2.000.000,2.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-602,27/05/2020
604,Điều chỉnh lần 603,giao dịch hoán đổi,200.000,-4.400.000,2.000.000.000,-44.000.000.000,số 01/2014/GCNETF-VSD-603,28/05/2020
605,Điều chỉnh lần 604,giao dịch hoán đổi,0,-4.700.000,0,-47.000.000.000,số 01/2014/GCNETF-VSD-604,29/05/2020
606,Điều chỉnh lần 605,giao dịch hoán đổi,0,-5.700.000,0,-57.000.000.000,số 01/2014/GCNETF-VSD-605,01/06/2020
607,Điều chỉnh lần 606,giao dịch hoán đổi,0,-200.000,0,-2.000.000.000,số 01/2014/GCNETF-VSD-606,02/06/2020
608,Điều chỉnh lần 607,Giao dịch hoán đổi,0,-300.000,0,-3.000.000.000,01/2014/GCNETF-VSD-607,03/06/2020
609,Điều chỉnh lần 608,giao dịch hoán đổi,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-608,04/06/2020
610,Điều chỉnh lần 609,giao dịch hoán đổi,500.000,-4.700.000,5.000.000.000,-47.000.000.000,số 01/2014/GCNETF-VSD-609,05/06/2020
611,Điều chỉnh lần 610,giao dịch hoán đổi,0,-6.100.000,0,-61.000.000.000,số 01/2014/GCNETF-VSD-610,08/06/2020
612,Điều chỉnh lần 611,giao dịch hoán đổi,0,-20.400.000,0,-204.000.000.000,số 01/2014/GCNETF-VSD-611,09/06/2020
613,Điều chỉnh lần 612,giao dịch hoán đổi,900.000,-2.800.000,9.000.000.000,-28.000.000.000,số 01/2014/GCNETF-VSD-612,10/06/2020
614,Điều chỉnh lần 613,giao dịch hoán đổi,500.000,-700.000,5.000.000.000,-7.000.000.000,số 01/2014/GCNETF-VSD-613,11/06/2020
615,Điều chỉnh lần 614,giao dịch hoán đổi,100.000,-500.000,1.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-614,12/06/2020
616,Điều chỉnh lần 615,,400.000,-1.500.000,4.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-615,15/06/2020
617,Điều chỉnh lần 616,giao dịch hoán đổi,200.000,-2.800.000,2.000.000.000,-28.000.000.000,số 01/2014/GCNETF-VSD-616,16/06/2020
618,Điều chỉnh lần 617,,100.000,-1.200.000,1.000.000.000,-12.000.000.000,số 01/2014/GCNETF-VSD-617,17/06/2020
619,Điều chỉnh lần 618,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-618,18/06/2020
620,Điều chỉnh lần 619,,1.900.000,0,19.000.000.000,0,số 01/2014/GCNETF-VSD-619,19/06/2020
621,Điều chỉnh lần 620,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-620,22/06/2020
622,Điều chỉnh lần 621,,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-621,26/06/2020
623,Điều chỉnh lần 622,Giao dịch hoán đổi,0,-1.600.000,0,-16.000.000.000,01/2014/GCNETF-VSD-622,29/06/2020
624,Điều chỉnh lần 623,,200.000,-1.700.000,2.000.000.000,-17.000.000.000,số 01/2014/GCNETF-VSD-623,30/06/2020
625,Điều chỉnh lần 624,,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-624,01/07/2020
626,Điều chỉnh lần 625,,0,-1.800.000,0,-18.000.000.000,số 01/2014/GCNETF-VSD-625,02/07/2020
627,Điều chỉnh lần 626,,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-626,03/07/2020
628,Điều chỉnh lần 627,,500.000,-1.900.000,5.000.000.000,-19.000.000.000,số 01/2014/GCNETF-VSD-627,06/07/2020
629,Điều chỉnh lần 628,,100.000,-2.000.000,1.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-628,07/07/2020
630,Điều chỉnh lần 629,,500.000,-1.000.000,5.000.000.000,-10.000.000.000,số 01/2014/GCNETF-VSD-629,08/07/2020
631,Điều chỉnh lần 630,,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-630,09/07/2020
632,Điều chỉnh lần 631,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-631,10/07/2020
633,Điều chỉnh lần 632,,2.100.000,-600.000,21.000.000.000,-6.000.000.000,số 01/2014/GCNETF-VSD-632,13/07/2020
634,Điều chỉnh lần 633,,2.200.000,0,22.000.000.000,0,số 01/2014/GCNETF-VSD-633,14/07/2020
635,Điều chỉnh lần 634,,1.300.000,-1.100.000,13.000.000.000,-11.000.000.000,số 01/2014/GCNETF-VSD-634,15/07/2020
636,Điều chỉnh lần 635,,2.300.000,0,23.000.000.000,0,số 01/2014/GCNETF-VSD-635,16/07/2020
637,Điều chỉnh lần 636,Giao dịch hoán đổi,3.100.000,0,31.000.000.000,0,01/2014/GCNETF-VSD-636,17/07/2020
638,Điều chỉnh lần 637,,7.700.000,0,77.000.000.000,0,số 01/2014/GCNETF-VSD-637,20/07/2020
639,Điều chỉnh lần 638,,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-638,21/07/2020
640,Điều chỉnh lần 639,,1.000.000,-100.000,10.000.000.000,-1.000.000.000,số 01/2014/GCNETF-VSD-639,24/07/2020
641,Điều chỉnh lần 640,,0,-2.900.000,0,-29.000.000.000,01/2014/GCNETF-VSD,27/07/2020
642,Điều chỉnh lần 641,,100.000,-800.000,1.000.000.000,-8.000.000.000,01/2014/GCNETF-VSD-641,28/07/2020
643,Điều chỉnh lần 642,,200.000,-3.300.000,2.000.000.000,-33.000.000.000,01/2014/GCNETF-VSD,29/07/2020
644,Điều chỉnh lần 643,,900.000,-800.000,9.000.000.000,-8.000.000.000,01/2014/GCNETF-VSD,30/07/2020
645,Điều chỉnh lần 644,,0,-700.000,0,-7.000.000.000,01/2014/GCNETF-VSD-644,06/08/2020
646,Điều chỉnh lần 645,,0,-500.000,0,-5.000.000.000,01/2014/GCNETF-VSD-645,07/08/2020
647,Điều chỉnh lần 646,,100.000,-300.000,1.000.000.000,-3.000.000.000,số 01/2014/GCNETF-VSD-646,10/08/2020
648,Điều chỉnh lần 647,,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-647,11/08/2020
649,Điều chỉnh lần 648,,3.500.000,0,35.000.000.000,0,số 01/2014/GCNETF-VSD-648,14/08/2020
650,Điều chỉnh lần 649,,2.500.000,0,25.000.000.000,0,số 01/2014/GCNETF-VSD-649,17/08/2020
651,Điều chỉnh lần 650,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-650,21/08/2020
652,Điều chỉnh lần 651,,3.900.000,0,39.000.000.000,0,số 01/2014/GCNETF-VSD-651,25/08/2020
653,Điều chỉnh lần 652,,3.200.000,0,32.000.000.000,0,số 01/2014/GCNETF-VSD-652,26/08/2020
654,Điều chỉnh lần 653,,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-653,27/08/2020
655,Điều chỉnh lần 654,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-654,28/08/2020
656,Điều chỉnh lần 655,,1.500.000,-300.000,15.000.000.000,-3.000.000.000,số 01/2014/GCNETF-VSD-655,31/08/2020
657,Điều chỉnh lần 656,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-656,03/09/2020
658,Điều chỉnh lần 657,,1.300.000,0,13.000.000.000,0,số 01/2014/GCNETF-VSD-657,04/09/2020
659,Điều chỉnh lần 658,,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-658,08/09/2020
660,Điều chỉnh lần 659,,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-659,09/09/2020
661,Điều chỉnh lần 660,,2.500.000,0,25.000.000.000,0,số 01/2014/GCNETF-VSD-660,10/09/2020
662,Điều chỉnh lần 661,,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-661,11/09/2020
663,Điều chỉnh lần 662,,1.700.000,-500.000,17.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-662,14/09/2020
664,Điều chỉnh lần 663,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-663,15/09/2020
665,Điều chỉnh lần 664,,2.000.000,-900.000,20.000.000.000,-9.000.000.000,số 01/2014/GCNETF-VSD-664,16/09/2020
666,Điều chỉnh lần 665,,0,-200.000,0,-2.000.000.000,số 01/2014/GCNETF-VSD-665,17/09/2020
667,Điều chỉnh lần 666,,2.000.000,0,20.000.000.000,0,số 01/2014/GCNETF-VSD-666,18/09/2020
668,Điều chỉnh lần 667,,1.200.000,0,12.000.000.000,0,số 01/2014/GCNETF-VSD-667,21/09/2020
669,Điều chỉnh lần 668,,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-668,22/09/2020
670,Điều chỉnh lần 669,,100.000,-1.800.000,1.000.000.000,-18.000.000.000,số 01/2014/GCNETF-VSD-669,23/09/2020
671,Điều chỉnh lần 670,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-670,24/09/2020
672,Điều chỉnh lần 671,,0,-300.000,0,-3.000.000.000,số 01/2014/GCNETF-VSD-671,05/10/2020
673,Điều chỉnh lần 672,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-672,06/10/2020
674,Điều chỉnh lần 673,,0,-3.500.000,0,-35.000.000.000,số 01/2014/GCNETF-VSD-673,08/10/2020
675,Điều chỉnh lần 674,,0,-200.000,0,-2.000.000.000,số 01/2014/GCNETF-VSD-674,09/10/2020
676,Điều chỉnh lần 675,,0,-1.900.000,0,-19.000.000.000,số 01/2014/GCNETF-VSD-675,12/10/2020
677,Điều chỉnh lần 676,,0,-600.000,0,-6.000.000.000,số 01/2014/GCNETF-VSD-676,14/10/2020
678,Điều chỉnh lần 677,,200.000,-200.000,2.000.000.000,-2.000.000.000,số 01/2014/GCNETF-VSD-677,16/10/2020
679,Điều chỉnh lần 678,,0,-2.900.000,0,-29.000.000.000,số 01/2014/GCNETF-VSD-678,19/10/2020
680,Điều chỉnh lần 679,,0,-900.000,0,-9.000.000.000,số 01/2014/GCNETF-VSD-679,20/10/2020
681,Điều chỉnh lần 680,,100.000,-600.000,1.000.000.000,-6.000.000.000,số 01/2014/GCNETF-VSD-680,21/10/2020
682,Điều chỉnh lần 681,,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-681,22/10/2020
683,Điều chỉnh lần 682,,600.000,-3.100.000,6.000.000.000,-31.000.000.000,số 01/2014/GCNETF-VSD-682,26/10/2020
684,Điều chỉnh lần 683,,1.100.000,-900.000,11.000.000.000,-9.000.000.000,số 01/2014/GCNETF-VSD-683,27/10/2020
685,Điều chỉnh lần 684,,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-684,28/10/2020
686,Điều chỉnh lần 685,,1.500.000,0,15.000.000.000,0,số 01/2014/GCNETF-VSD-685,29/10/2020
687,Điều chỉnh lần 686,,200.000,-1.200.000,2.000.000.000,-12.000.000.000,số 01/2014/GCNETF-VSD-686,30/10/2020
688,Điều chỉnh lần 687,,500.000,-400.000,5.000.000.000,-4.000.000.000,số 01/2014/GCNETF-VSD-687,04/11/2020
689,Điều chỉnh lần 688,,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-688,05/11/2020
690,Điều chỉnh lần 689,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-689,06/11/2020
691,Điều chỉnh lần 690,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-690,09/11/2020
692,Điều chỉnh lần 691,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-691,11/11/2020
693,Điều chỉnh lần 692,,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-692,12/11/2020
694,Điều chỉnh lần 693,,1.300.000,0,13.000.000.000,0,số 01/2014/GCNETF-VSD-693,16/11/2020
695,Điều chỉnh lần 694,,1.300.000,-800.000,13.000.000.000,-8.000.000.000,số 01/2014/GCNETF-VSD-694,17/11/2020
696,Điều chỉnh lần 695,,3.800.000,0,38.000.000.000,0,số 01/2014/GCNETF-VSD-695,18/11/2020
697,Điều chỉnh lần 696,,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-696,20/11/2020
698,Điều chỉnh lần 697,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-697,24/11/2020
699,Điều chỉnh lần 698,,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-698,25/11/2020
700,Điều chỉnh lần 699,,100.000,-3.600.000,1.000.000.000,-36.000.000.000,số 01/2014/GCNETF-VSD-699,04/12/2020
701,Điều chỉnh lần 700,,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-700,07/12/2020
702,Điều chỉnh lần 701,,0,-700.000,0,-7.000.000.000,số 01/2014/GCNETF-VSD-701,08/12/2020
703,Điều chỉnh lần 702,,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-702,09/12/2020
704,Điều chỉnh lần 703,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-703,10/12/2020
705,Điều chỉnh lần 704,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-704,11/12/2020
706,Điều chỉnh lần 705,,0,-1.900.000,0,-19.000.000.000,số 01/2014/GCNETF-VSD-705,16/12/2020
707,Điều chỉnh lần 706,,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-706,17/12/2020
708,Điều chỉnh lần 707,,2.300.000,-1.500.000,23.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-707,18/12/2020
709,Điều chỉnh lần 708,,3.700.000,0,37.000.000.000,0,số 01/2014/GCNETF-VSD-708,21/12/2020
710,Điều chỉnh lần 709,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-709,22/12/2020
711,Điều chỉnh lần 710,,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-710,23/12/2020
712,Điều chỉnh lần 711,,800.000,-500.000,8.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-711,24/12/2020
713,Điều chỉnh lần 712,,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-712,25/12/2020
714,Điều chỉnh lần 713,,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-713,28/12/2020
715,Điều chỉnh lần 714,,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-714,06/01/2021
716,Điều chỉnh lần 715,,200.000,-300.000,2.000.000.000,-3.000.000.000,số 01/2014/GCNETF-VSD-715,07/01/2021
717,Điều chỉnh lần 716,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-716,08/01/2021
718,Điều chỉnh lần 717,,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-717,11/01/2021
719,Điều chỉnh lần 718,,5.000.000,0,50.000.000.000,0,số 01/2014/GCNETF-VSD-718,12/01/2021
720,Điều chỉnh lần 719,,7.600.000,0,76.000.000.000,0,số 01/2014/GCNETF-VSD-719,13/01/2021
721,Điều chỉnh lần 720,,5.000.000,0,50.000.000.000,0,số 01/2014/GCNETF-VSD-720,14/01/2021
722,Điều chỉnh lần 721,,2.400.000,0,24.000.000.000,0,số 01/2014/GCNETF-VSD-721,15/01/2021
723,Điều chỉnh lần 722,,1.100.000,0,11.000.000.000,0,01/2014/GCNETF-VSD-722,18/01/2021
724,Điều chỉnh lần 723,,600.000,0,6.000.000.000,0,01/2014/GCNETF-VSD-723,19/01/2021
725,Điều chỉnh lần 724,,2.100.000,-200.000,21.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-724,20/01/2021
726,Điều chỉnh lần 725,,6.400.000,-2.400.000,64.000.000.000,-24.000.000.000,01/2014/GCNETF-VSD-725,21/01/2021
727,Điều chỉnh lần 726,,4.100.000,-300.000,41.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-726,22/01/2021
728,Điều chỉnh lần 727,,9.600.000,-400.000,96.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-727,25/01/2021
729,Điều chỉnh lần 728,,2.500.000,0,25.000.000.000,0,01/2014/GCNETF-VSD-728,26/01/2021
730,Điều chỉnh lần 729,,0,-200.000,0,-2.000.000.000,01/2014/GCNETF-VSD-729,27/01/2021
731,Điều chỉnh lần 730,,800.000,-10.900.000,8.000.000.000,-109.000.000.000,01/2014/GCNETF-VSD-730,05/02/2021
732,Điều chỉnh lần 731,,500.000,-4.000.000,5.000.000.000,-40.000.000.000,01/2014/GCNETF-VSD-731,08/02/2021
733,Điều chỉnh lần 732,,2.800.000,-4.000.000,28.000.000.000,-40.000.000.000,01/2014/GCNETF-VSD-732,09/02/2021
734,Điều chỉnh lần 733,,2.900.000,0,29.000.000.000,0,01/2014/GCNETF-VSD-733,17/02/2021
735,Điều chỉnh lần 734,,600.000,-3.600.000,6.000.000.000,-36.000.000.000,01/2014/GCNETF-VSD-734,18/02/2021
736,Điều chỉnh lần 735,,400.000,-2.700.000,4.000.000.000,-27.000.000.000,01/2014/GCNETF-VSD-735,19/02/2021
737,Điều chỉnh lần 736,,800.000,-5.000.000,8.000.000.000,-50.000.000.000,01/2014/GCNETF-VSD-736,22/02/2021
738,Điều chỉnh lần 737,,0,-3.000.000,0,-30.000.000.000,01/2014/GCNETF-VSD-737,23/02/2021
739,Điều chỉnh lần 738,,0,-3.000.000,0,-30.000.000.000,01/2014/GCNETF-VSD-738,24/02/2021
740,Điều chỉnh lần 739,,0,-5.000.000,0,-50.000.000.000,01/2014/GCNETF-VSD-739,25/02/2021
741,Điều chỉnh lần 740,,0,-2.300.000,0,-23.000.000.000,01/2014/GCNETF-VSD-740,26/02/2021
742,Điều chỉnh lần 741,,300.000,-1.800.000,3.000.000.000,-18.000.000.000,01/2014/GCNETF-VSD-741,01/03/2021
743,Điều chỉnh lần 742,,200.000,-1.900.000,2.000.000.000,-19.000.000.000,01/2014/GCNETF-VSD-742,02/03/2021
744,Điều chỉnh lần 743,,1.100.000,-2.100.000,11.000.000.000,-21.000.000.000,01/2014/GCNETF-VSD-743,03/03/2021
745,Điều chỉnh lần 744,,700.000,-1.800.000,7.000.000.000,-18.000.000.000,01/2014/GCNETF-VSD-744,04/03/2021
746,Điều chỉnh lần 745,,0,-4.000.000,0,-40.000.000.000,01/2014/GCNETF-VSD-745,05/03/2021
747,Điều chỉnh lần 746,,0,-4.300.000,0,-43.000.000.000,01/2014/GCNETF-VSD-746,08/03/2021
748,Điều chỉnh lần 747,,0,-5.200.000,0,-52.000.000.000,01/2014/GCNETF-VSD-747,09/03/2021
749,Điều chỉnh lần 748,,0,-4.000.000,0,-40.000.000.000,01/2014/GCNETF-VSD-748,10/03/2021
750,Điều chỉnh lần 749,,0,-4.000.000,0,-40.000.000.000,01/2014/GCNETF-VSD-749,11/03/2021
751,Điều chỉnh lần 750,,700.000,-1.900.000,7.000.000.000,-19.000.000.000,01/2014/GCNETF-VSD-750,15/03/2021
752,Điều chỉnh lần 751,,500.000,-2.500.000,5.000.000.000,-25.000.000.000,01/2014/GCNETF-VSD-751,16/03/2021
753,Điều chỉnh lần 752,,0,-3.000.000,0,-30.000.000.000,01/2014/GCNETF-VSD-752,17/03/2021
754,Điều chỉnh lần 753,,0,-1.500.000,0,-15.000.000.000,01/2014/GCNETF-VSD-753,18/03/2021
755,Điều chỉnh lần 754,,0,-1.500.000,0,-15.000.000.000,01/2014/GCNETF-VSD-754,19/03/2021
756,Điều chỉnh lần 755,,0,-10.100.000,0,-101.000.000.000,01/2014/GCNETF-VSD-755,22/03/2021
757,Điều chỉnh lần 756,,1.300.000,-2.000.000,13.000.000.000,-20.000.000.000,01/2014/GCNETF-VSD-756,23/03/2021
758,Điều chỉnh lần 757,,600.000,-2.000.000,6.000.000.000,-20.000.000.000,01/2014/GCNETF-VSD-757,24/03/2021
759,Điều chỉnh lần 758,,100.000,0,1.000.000.000,0,01/2014/GCNETF-VSD-758,25/03/2021
760,Điều chỉnh lần 759,,700.000,0,7.000.000.000,0,01/2014/GCNETF-VSD-759,26/03/2021
761,Điều chỉnh lần 760,,3.600.000,0,36.000.000.000,0,01/2014/GCNETF-VSD-760,29/03/2021
762,Điều chỉnh lần 761,,3.500.000,-100.000,35.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-761,30/03/2021
763,Điều chỉnh lần 762,,0,-800.000,0,-8.000.000.000,01/2014/GCNETF-VSD-762,31/03/2021
764,Điều chỉnh lần 763,,300.000,-200.000,3.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-763,01/04/2021
765,Điều chỉnh lần 764,,1.000.000,-200.000,10.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-764,02/04/2021
766,Điều chỉnh lần 765,,800.000,0,8.000.000.000,0,01/2014/GCNETF-VSD-765,05/04/2021
767,Điều chỉnh lần 766,,4.900.000,0,49.000.000.000,0,01/2014/GCNETF-VSD-766,06/04/2021
768,Điều chỉnh lần 767,,0,-900.000,0,-9.000.000.000,01/2014/GCNETF-VSD-767,07/04/2021
769,Điều chỉnh lần 768,,1.000.000,-1.000.000,10.000.000.000,-10.000.000.000,01/2014/GCNETF-VSD-768,08/04/2021
770,Điều chỉnh lần 769,,700.000,-400.000,7.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-769,09/04/2021
771,Điều chỉnh lần 770,,400.000,0,4.000.000.000,0,01/2014/GCNETF-VSD-770,12/04/2021
772,Điều chỉnh lần 771,,500.000,-400.000,5.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-771,13/04/2021
773,Điều chỉnh lần 772,,100.000,-2.500.000,1.000.000.000,-25.000.000.000,01/2014/GCNETF-VSD-772,14/04/2021
774,Điều chỉnh lần 773,,100.000,-200.000,1.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-773,15/04/2021
775,Điều chỉnh lần 774,,0,-1.000.000,0,-10.000.000.000,01/2014/GCNETF-VSD-774,16/04/2021
776,Điều chỉnh lần 775,,400.000,-7.800.000,4.000.000.000,-78.000.000.000,01/2014/GCNETF-VSD-775,19/04/2021
777,Điều chỉnh lần 776,,600.000,-2.300.000,6.000.000.000,-23.000.000.000,01/2014/GCNETF-VSD-776,20/04/2021
778,Điều chỉnh lần 777,,1.300.000,-400.000,13.000.000.000,-4.000.000.000,01/2014/GCNETF-VSD-777,22/04/2021
779,Điều chỉnh lần 778,,2.100.000,-500.000,21.000.000.000,-5.000.000.000,01/2014/GCNETF-VSD-778,23/04/2021
780,Điều chỉnh lần 779,,1.700.000,-800.000,17.000.000.000,-8.000.000.000,01/2014/GCNETF-VSD-779,26/04/2021
781,Điều chỉnh lần 780,,1.400.000,-1.300.000,14.000.000.000,-13.000.000.000,01/2014/GCNETF-VSD-780,27/04/2021
782,Điều chỉnh lần 781,,700.000,-2.000.000,7.000.000.000,-20.000.000.000,01/2014/GCNETF-VSD-781,28/04/2021
783,Điều chỉnh lần 782,,400.000,-1.300.000,4.000.000.000,-13.000.000.000,01/2014/GCNETF-VSD-782,29/04/2021
784,Điều chỉnh lần 783,,0,-1.000.000,0,-10.000.000.000,01/2014/GCNETF-VSD-783,04/05/2021
785,Điều chỉnh lần 784,,0,-1.000.000,0,-10.000.000.000,01/2014/GCNETF-VSD-784,05/05/2021
786,Điều chỉnh lần 785,,0,-1.300.000,0,-13.000.000.000,01/2014/GCNETF-VSD-785,06/05/2021
787,Điều chỉnh lần 786,,400.000,-1.300.000,4.000.000.000,-13.000.000.000,01/2014/GCNETF-VSD-786,07/05/2021
788,Điều chỉnh lần 787,,600.000,-3.000.000,6.000.000.000,-30.000.000.000,01/2014/GCNETF-VSD-787,10/05/2021
789,Điều chỉnh lần 788,,500.000,-1.200.000,5.000.000.000,-12.000.000.000,01/2014/GCNETF-VSD-788,11/05/2021
790,Điều chỉnh lần 789,,500.000,-1.900.000,5.000.000.000,-19.000.000.000,01/2014/GCNETF-VSD-789,12/05/2021
791,Điều chỉnh lần 790,,1.400.000,-1.000.000,14.000.000.000,-10.000.000.000,01/2014/GCNETF-VSD-790,13/05/2021
792,Điều chỉnh lần 791,,0,-3.300.000,0,-33.000.000.000,01/2014/GCNETF-VSD-791,14/05/2021
793,Điều chỉnh lần 792,,800.000,-1.000.000,8.000.000.000,-10.000.000.000,01/2014/GCNETF-VSD-792,17/05/2021
794,Điều chỉnh lần 793,,0,-500.000,0,-5.000.000.000,01/2014/GCNETF-VSD-793,18/05/2021
795,Điều chỉnh lần 794,,0,-1.200.000,0,-12.000.000.000,01/2014/GCNETF-VSD-794,19/05/2021
796,Điều chỉnh lần 795,,900.000,0,9.000.000.000,0,01/2014/GCNETF-VSD-795,20/05/2021
797,Điều chỉnh lần 796,,100.000,-700.000,1.000.000.000,-7.000.000.000,01/2014/GCNETF-VSD-796,21/05/2021
798,Điều chỉnh lần 798,,100.000,-300.000,1.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-798,24/05/2021
799,Điều chỉnh lần 799,,1.800.000,0,18.000.000.000,0,01/2014/GCNETF-VSD-799,25/05/2021
800,Điều chỉnh lần 800,,1.000.000,0,10.000.000.000,0,01/2014/GCNETF-VSD-800,26/05/2021
801,Điều chỉnh lần 801,,1.100.000,0,11.000.000.000,0,01/2014/GCNETF-VSD-801,27/05/2021
802,Điều chỉnh lần 802,,1.000.000,0,10.000.000.000,0,01/2014/GCNETF-VSD-802,28/05/2021
803,Điều chỉnh lần 803,,1.600.000,0,16.000.000.000,0,01/2014/GCNETF-VSD-803,31/05/2021
804,Điều chỉnh lần 804,,500.000,-100.000,5.000.000.000,-1.000.000.000,01/2014/GCNETF-VSD-804,01/06/2021
805,Điều chỉnh lần 805,,1.700.000,0,17.000.000.000,0,01/2014/GCNETF-VSD-805,03/06/2021
806,Điều chỉnh lần 806,,600.000,0,6.000.000.000,0,01/2014/GCNETF-VSD-806,07/06/2021
807,Điều chỉnh lần 807,,1.900.000,0,19.000.000.000,0,01/2014/GCNETF-VSD-807,08/06/2021
808,Điều chỉnh lần 808,,2.300.000,0,23.000.000.000,0,01/2014/GCNETF-VSD-808,09/06/2021
809,Điều chỉnh lần 809,,3.200.000,0,32.000.000.000,0,01/2014/GCNETF-VSD-809,10/06/2021
810,Điều chỉnh lần 810,,1.600.000,0,16.000.000.000,0,01/2014/GCNETF-VSD-810,11/06/2021
811,Điều chỉnh lần 811,,1.100.000,-200.000,11.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-811,14/06/2021
812,Điều chỉnh lần 812,,1.000.000,-300.000,10.000.000.000,-3.000.000.000,01/2014/GCNETF-VSD-812,15/06/2021
813,Điều chỉnh lần 813,,800.000,-900.000,8.000.000.000,-9.000.000.000,01/2014/GCNETF-VSD-813,16/06/2021
