STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
59,Điều chỉnh lần 58,,100.000,0,1.000.000.000,0,01/2020/GCNETF-VSD-58,13/05/2021
60,Điều chỉnh lần 59,,0,-1.100.000,0,-11.000.000.000,01/2020/GCNETF-VSD-59,14/05/2021
61,Điều chỉnh lần 60,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-60,17/05/2021
62,Điều chỉnh lần 61,,0,-900.000,0,-9.000.000.000,01/2020/GCNETF-VSD-61,21/05/2021
63,Điều chỉnh lần 62,,0,-700.000,0,-7.000.000.000,01/2020/GCNETF-VSD-62,25/05/2021
64,Điều chỉnh lần 63,,0,-2.500.000,0,-25.000.000.000,01/2020/GCNETF-VSD-63,26/05/2021
65,Điều chỉnh lần 64,,0,-1.800.000,0,-18.000.000.000,01/2020/GCNETF-VSD-64,27/05/2021
66,Điều chỉnh lần 65,,100.000,-400.000,1.000.000.000,-4.000.000.000,01/2020/GCNETF-VSD-65,02/06/2021
67,Điều chỉnh lần 66,,3.300.000,0,33.000.000.000,0,01/2020/GCNETF-VSD-66,04/06/2021
68,Điều chỉnh lần 67,,0,-800.000,0,-8.000.000.000,01/2020/GCNETF-VSD-67,09/06/2021
69,Điều chỉnh lần 68,,1.000.000,0,10.000.000.000,0,01/2020/GCNETF-VSD-68,01/07/2021
70,Điều chỉnh lần 69,,0,-500.000,0,-5.000.000.000,01/2020/GCNETF-VSD-69,07/07/2021
71,Điều chỉnh lần 70,,300.000,0,3.000.000.000,0,01/2020/GCNETF-VSD-70,21/07/2021
72,Điều chỉnh lần 71,,200.000,0,2.000.000.000,0,01/2020/GCNETF-VSD-71,23/07/2021
73,Điều chỉnh lần 72,,0,-1.000.000,0,-10.000.000.000,01/2020/GCNETF-VSD-72,09/08/2021
74,Điều chỉnh lần 73,,300.000,0,3.000.000.000,0,01/2020/GCNETF-VSD-73,10/08/2021
75,Điều chỉnh lần 74,,0,-400.000,0,-4.000.000.000,01/2020/GCNETF-VSD-74,17/08/2021
76,Điều chỉnh lần 75,,1.000.000,0,10.000.000.000,0,01/2020/GCNETF-VSD-75,09/09/2021
77,Điều chỉnh lần 76,,300.000,0,3.000.000.000,0,01/2020/GCNETF-VSD-76,15/09/2021
78,Điều chỉnh lần 77,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-77,17/09/2021
79,Điều chỉnh lần 78,,1.100.000,0,11.000.000.000,0,01/2020/GCNETF-VSD-78,22/09/2021
80,Điều chỉnh lần 79,,0,-800.000,0,-8.000.000.000,01/2020/GCNETF-VSD-79,06/10/2021
81,Điều chỉnh lần 80,,600.000,0,6.000.000.000,0,01/2020/GCNETF-VSD-80,08/10/2021
82,Điều chỉnh lần 81,,1.000.000,0,10.000.000.000,0,01/2020/GCNETF-VSD-81,14/10/2021
83,Điều chỉnh lần 82,,1.600.000,0,16.000.000.000,0,01/2020/GCNETF-VSD-82,19/10/2021
84,Điều chỉnh lần 83,,3.200.000,0,32.000.000.000,0,01/2020/GCNETF-VSD-83,21/10/2021
85,Điều chỉnh lần 84,,3.000.000,0,30.000.000.000,0,01/2020/GCNETF-VSD-84,22/10/2021
86,Điều chỉnh lần 85,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-85,27/10/2021
87,Điều chỉnh lần 86,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-86,28/10/2021
88,Điều chỉnh lần 87,,6.600.000,0,66.000.000.000,0,01/2020/GCNETF-VSD-87,01/11/2021
89,Điều chỉnh lần 88,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-88,22/11/2021
90,Điều chỉnh lần 89,,400.000,0,4.000.000.000,0,01/2020/GCNETF-VSD-89,23/11/2021
91,Điều chỉnh lần 90,,2.500.000,0,25.000.000.000,0,01/2020/GCNETF-VSD-90,24/11/2021
92,Điều chỉnh lần 91,,400.000,0,4.000.000.000,0,01/2020/GCNETF-VSD-91,29/11/2021
93,Điều chỉnh lần 92,,100.000,0,1.000.000.000,0,01/2020/GCNETF-VSD-92,30/11/2021
94,Điều chỉnh lần 93,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-93,02/12/2021
95,Điều chỉnh lần 94,,400.000,0,4.000.000.000,0,01/2020/GCNETF-VSD-94,07/12/2021
96,Điều chỉnh lần 95,,1.100.000,0,11.000.000.000,0,01/2020/GCNETF-VSD-95,08/12/2021
97,Điều chỉnh lần 96,,100.000,0,1.000.000.000,0,01/2020/GCNETF-VSD-96,13/12/2021
98,Điều chỉnh lần 97,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-97,17/12/2021
99,Điều chỉnh lần 98,,400.000,0,4.000.000.000,0,01/2020/GCNETF-VSD-98,20/12/2021
100,Điều chỉnh lần 99,,200.000,0,2.000.000.000,0,01/2020/GCNETF-VSD-99,22/12/2021
101,Điều chỉnh lần 100,,100.000,0,1.000.000.000,0,01/2020/GCNETF-VSD-100,23/12/2021
102,Điều chỉnh lần 101,,400.000,0,4.000.000.000,0,01/2020/GCNETF-VSD-101,24/12/2021
103,Điều chỉnh lần 102,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-102,28/12/2021
104,Điều chỉnh lần 103,,2.500.000,0,25.000.000.000,0,01/2020/GCNETF-VSD-103,29/12/2021
105,Điều chỉnh lần 104,,1.400.000,0,14.000.000.000,0,01/2020/GCNETF-VSD-104,07/01/2022
106,Điều chỉnh lần 105,,800.000,0,8.000.000.000,0,01/2020/GCNETF-VSD-105,13/01/2022
107,Điều chỉnh lần 106,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-106,17/01/2022
108,Điều chỉnh lần 107,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-107,18/01/2022
109,Điều chỉnh lần 108,,1.000.000,0,10.000.000.000,0,01/2020/GCNETF-VSD-108,19/01/2022
110,Điều chỉnh lần 109,,2.700.000,0,27.000.000.000,0,01/2020/GCNETF-VSD-109,26/01/2022
111,Điều chỉnh lần 110,,1.000.000,0,10.000.000.000,0,01/2020/GCNETF-VSD-110,14/02/2022
112,Điều chỉnh lần 111,,100.000,0,1.000.000.000,0,01/2020/GCNETF-VSD-111,15/02/2022
113,Điều chỉnh lần 112,,1.500.000,0,15.000.000.000,0,01/2020/GCNETF-VSD-112,16/02/2022
114,Điều chỉnh lần 113,,1.000.000,0,10.000.000.000,0,01/2020/GCNETF-VSD-113,17/02/2022
115,Điều chỉnh lần 114,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-114,03/03/2022
116,Điều chỉnh lần 115,,400.000,0,4.000.000.000,0,01/2020/GCNETF-VSD-115,04/03/2022
117,Điều chỉnh lần 116,,500.000,-400.000,5.000.000.000,-4.000.000.000,01/2020/GCNETF-VSD-116,07/03/2022
118,Điều chỉnh lần 117,,0,-1.000.000,0,-10.000.000.000,01/2020/GCNETF-VSD-117,08/03/2022
119,Điều chỉnh lần 118,,0,-1.200.000,0,-12.000.000.000,01/2020/GCNETF-VSD-118,09/03/2022
120,Điều chỉnh lần 119,,0,-600.000,0,-6.000.000.000,01/2020/GCNETF-VSD-119,10/03/2022
121,Điều chỉnh lần 120,,0,-500.000,0,-5.000.000.000,01/2020/GCNETF-VSD-120,15/03/2022
122,Điều chỉnh lần 121,,0,-1.200.000,0,-12.000.000.000,01/2020/GCNETF-VSD-121,16/03/2022
123,Điều chỉnh lần 122,,0,-500.000,0,-5.000.000.000,01/2020/GCNETF-VSD-122,18/03/2022
124,Điều chỉnh lần 123,,0,-1.000.000,0,-10.000.000.000,01/2020/GCNETF-VSD-123,23/03/2022
125,Điều chỉnh lần 124,,0,-500.000,0,-5.000.000.000,01/2020/GCNETF-VSD-124,24/03/2022
126,Điều chỉnh lần 125,,0,-500.000,0,-5.000.000.000,01/2020/GCNETF-VSD-125,25/03/2022
127,Điều chỉnh lần 126,,0,-500.000,0,-5.000.000.000,01/2020/GCNETF-VSD-126,28/03/2022
128,Điều chỉnh lần 127,,0,-2.000.000,0,-20.000.000.000,01/2020/GCNETF-VSD-127,30/03/2022
129,Điều chỉnh lần 128,,0,-800.000,0,-8.000.000.000,01/2020/GCNETF-VSD-128,31/03/2022
130,Điều chỉnh lần 129,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-129,01/04/2022
131,Điều chỉnh lần 130,,700.000,-1.200.000,7.000.000.000,-12.000.000.000,01/2020/GCNETF-VSD-130,05/04/2022
132,Điều chỉnh lần 131,,0,-1.000.000,0,-10.000.000.000,01/2020/GCNETF-VSD-131,06/04/2022
133,Điều chỉnh lần 132,,300.000,-500.000,3.000.000.000,-5.000.000.000,01/2020/GCNETF-VSD-132,08/04/2022
134,Điều chỉnh lần 133,,2.000.000,0,20.000.000.000,0,01/2020/GCNETF-VSD-133,13/04/2022
135,Điều chỉnh lần 134,,500.000,-500.000,5.000.000.000,-5.000.000.000,01/2020/GCNETF-VSD-134,21/04/2022
136,Điều chỉnh lần 135,,400.000,0,4.000.000.000,0,01/2020/GCNETF-VSD-135,04/05/2022
137,Điều chỉnh lần 136,,600.000,0,6.000.000.000,0,01/2020/GCNETF-VSD-136,05/05/2022
138,Điều chỉnh lần 137,,1.000.000,0,10.000.000.000,0,01/2020/GCNETF-VSD-137,09/05/2022
139,Điều chỉnh lần 138,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-138,16/05/2022
140,Điều chỉnh lần 139,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-139,18/05/2022
141,Điều chỉnh lần 140,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-140,20/05/2022
142,Điều chỉnh lần 141,,1.700.000,0,17.000.000.000,0,01/2020/GCNETF-VSD-141,24/05/2022
143,Điều chỉnh lần 142,,500.000,0,5.000.000.000,0,01/2020/GCNETF-VSD-142,25/05/2022
144,Điều chỉnh lần 143,,0,-100.000,0,-1.000.000.000,01/2020/GCNETF-VSD-143,27/05/2022
145,Điều chỉnh lần 144,,0,-100.000,0,-1.000.000.000,01/2020/GCNETF-VSD-144,02/06/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,208.000.000,-41.900.000,2.080.000.000.000,-419.000.000.000,,
Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,166.100.000,,,,,
Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,1.661.000.000.000,,,,,
